sentence,adjectives,transparency,polarity,negation,gender,gpt2_large_surprisal,xlnet_large_cased_surprisal,bert_large_cased_surprisal,roberta_large_surprisal
"He is not humble, and she is arrogant too.",humble-arrogant,n,pm,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-12.275277137756348;-1.6961851119995117;-7.26250696182251;-1.325638771057129;-5.997894287109375;-6.732421875;-0.858180046081543,0.0;-8.543617248535156;-4.3857269287109375;-10.376754760742188;-3.2886276245117188;-6.996463775634766;-7.2357177734375;-11.77490234375;-6.200828552246094;-7.391468048095703,-5.063560485839844;-0.0211181640625;-4.008811950683594;-6.064239025115967;-0.7711420059204102;-7.835942268371582;-0.026552200317382812;-5.8180742263793945;-0.6369247436523438;-0.030385971069335938,-5.5814361572265625;-0.081268310546875;-1.6443939208984375;-2.7097854614257812;-0.3673248291015625;-8.49407958984375;-0.14620208740234375;-3.1621856689453125;-0.5118865966796875;-0.0892791748046875
"He is not arrogant, and she is humble too.",humble-arrogant,n,mp,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-10.506721496582031;-2.0880699157714844;-6.963459014892578;-1.0914592742919922;-5.812324047088623;-5.30531644821167;-0.7133646011352539,0.0;-9.671684265136719;-6.551346302032471;-13.84893798828125;-3.0088233947753906;-6.467281341552734;-6.235076904296875;-10.888452529907227;-7.143909454345703;-6.789613723754883,-5.131803035736084;-0.008981704711914062;-3.2063894271850586;-3.915597915649414;-0.6747703552246094;-7.648638725280762;-0.029815673828125;-6.821313381195068;-6.184859275817871;-0.012973785400390625,-5.531208038330078;-0.2104644775390625;-0.8005523681640625;-1.3627433776855469;-0.3892822265625;-7.768623352050781;-0.09305572509765625;-2.2767791748046875;-0.4910392761230469;-0.06528472900390625
"She is humble, and he is humble too.",humble-arrogant,n,pp,n,fm,0.0;-3.225691318511963;-10.993050575256348;-2.664402961730957;-6.431990623474121;-1.2890939712524414;-2.3701095581054688;-2.9586639404296875;-0.8830928802490234,0.0;-9.547344207763672;-13.261968612670898;-3.1633682250976562;-4.3583526611328125;-8.860580444335938;-10.775493621826172;-7.078304290771484;-7.229879379272461,-0.44359874725341797;-0.057147979736328125;-0.8531112670898438;-0.32681941986083984;-0.512089729309082;-0.015447616577148438;-0.6883716583251953;-2.419191360473633;-0.02626800537109375,-0.192108154296875;-0.06505584716796875;-0.5324478149414062;-0.49173736572265625;-0.19329071044921875;-0.1160736083984375;-1.4123916625976562;-0.1681976318359375;-0.0541229248046875
"She is arrogant, and he is arrogant too.",humble-arrogant,n,mm,n,fm,0.0;-3.225691318511963;-11.086579322814941;-2.5578956604003906;-5.754303932189941;-1.3287458419799805;-3.267531394958496;-3.4079275131225586;-0.9851551055908203,0.0;-7.398345947265625;-22.985767364501953;-4.914646148681641;-8.06381607055664;-8.736801147460938;-16.61958885192871;-5.807735443115234;-6.60029411315918,-0.9214296340942383;-0.07137584686279297;-0.3026742935180664;-0.4347209930419922;-0.6989364624023438;-0.01385498046875;-0.38626956939697266;-0.09973621368408203;-0.036891937255859375,-0.15525054931640625;-0.071624755859375;-0.3191375732421875;-1.3137741088867188;-0.11861419677734375;-0.12506103515625;-1.17572021484375;-0.1107635498046875;-0.0472869873046875
"She is humble, and he is arrogant too.",humble-arrogant,n,pm,n,fm,0.0;-3.225691318511963;-10.993050575256348;-2.664402961730957;-6.431990623474121;-1.2890939712524414;-5.681021690368652;-7.103046417236328;-0.9060935974121094,0.0;-9.049549102783203;-13.146097183227539;-2.792257308959961;-5.040035247802734;-9.711742401123047;-7.836029052734375;-7.623069763183594;-7.0201263427734375,-4.493405342102051;-0.034458160400390625;-9.196698188781738;-1.156595230102539;-2.380329132080078;-0.012920379638671875;-7.071200370788574;-0.5529365539550781;-0.031194686889648438,-6.374561309814453;-0.0633544921875;-8.066722869873047;-1.7427444458007812;-6.70172119140625;-0.184814453125;-9.716022491455078;-2.6713409423828125;-0.07079315185546875
"She is arrogant, and he is humble too.",humble-arrogant,n,mp,n,fm,0.0;-3.225691318511963;-11.086579322814941;-2.5578956604003906;-5.754303932189941;-1.3287458419799805;-5.123081207275391;-6.036964416503906;-0.7868185043334961,0.0;-12.647298812866211;-13.037700653076172;-2.981189727783203;-5.628767013549805;-10.122810363769531;-3.814647674560547;-9.46405029296875;-7.870970726013184,-4.823093414306641;-0.030033111572265625;-6.723764419555664;-1.4275903701782227;-1.794865608215332;-0.018846511840820312;-8.745072364807129;-6.334027290344238;-0.021867752075195312,-6.350677490234375;-0.079742431640625;-8.313655853271484;-2.29669189453125;-6.173988342285156;-0.1270751953125;-7.805957794189453;-2.248462677001953;-0.06446075439453125
"She is not humble, and he is humble too.",humble-arrogant,n,pp,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-13.178878784179688;-1.7713737487792969;-6.044547080993652;-1.435023307800293;-5.4897966384887695;-3.800967216491699;-0.8565664291381836,0.0;-6.831249237060547;-3.8303356170654297;-13.067031860351562;-3.1058120727539062;-4.5836029052734375;-5.719062805175781;-13.330883026123047;-10.95528793334961;-6.804252624511719,-0.9045419692993164;-0.02361297607421875;-4.810815811157227;-1.4842376708984375;-1.3429946899414062;-0.7106208801269531;-0.03646659851074219;-2.2881126403808594;-3.2240724563598633;-0.03462409973144531,-0.6517486572265625;-0.0612335205078125;-7.157905578613281;-4.951740264892578;-0.9704666137695312;-0.534912109375;-0.32083892822265625;-7.868518829345703;-2.673908233642578;-0.0917816162109375
"She is not arrogant, and he is arrogant too.",humble-arrogant,n,mm,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-11.034873008728027;-2.209432601928711;-6.343366622924805;-1.123976707458496;-7.196292400360107;-4.7219719886779785;-0.9580574035644531,0.0;-6.314567565917969;-4.575334548950195;-16.07417106628418;-3.2846412658691406;-5.290363311767578;-5.884685516357422;-13.629243850708008;-11.300483703613281;-5.589488983154297,-1.4487848281860352;-0.027799606323242188;-3.9108009338378906;-1.712285041809082;-1.0212602615356445;-1.1705732345581055;-0.02307891845703125;-3.154141426086426;-0.7082080841064453;-0.03278923034667969,-0.6743850708007812;-0.13445281982421875;-4.5726470947265625;-4.2325592041015625;-1.2749099731445312;-0.3540191650390625;-0.271026611328125;-6.810096740722656;-1.6825218200683594;-0.05948638916015625
"She is not humble, and he is arrogant too.",humble-arrogant,n,pm,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-13.178878784179688;-1.7713737487792969;-6.044547080993652;-1.435023307800293;-5.72629976272583;-6.887141227722168;-0.8652286529541016,0.0;-6.590446472167969;-4.711544036865234;-14.550773620605469;-3.0097579956054688;-5.45728874206543;-8.126811981201172;-10.746368408203125;-5.852302551269531;-7.073818206787109,-5.662213325500488;-0.016448974609375;-4.011914253234863;-6.27552604675293;-0.8139142990112305;-5.415863990783691;-0.017536163330078125;-5.477566719055176;-0.7555751800537109;-0.0355224609375,-6.420646667480469;-0.059295654296875;-2.1016769409179688;-3.9184494018554688;-0.42365264892578125;-8.300605773925781;-0.16986846923828125;-2.520862579345703;-0.7182159423828125;-0.07625579833984375
"She is not arrogant, and he is humble too.",humble-arrogant,n,mp,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-11.034873008728027;-2.209432601928711;-6.343366622924805;-1.123976707458496;-6.0061540603637695;-5.3753509521484375;-0.7450456619262695,0.0;-7.439842224121094;-5.033945083618164;-13.569168090820312;-2.9955673217773438;-4.650827407836914;-7.163379669189453;-9.96625804901123;-6.309970855712891;-6.711691379547119,-6.307459354400635;-0.009180068969726562;-2.727644920349121;-4.311315536499023;-0.8860969543457031;-7.425298690795898;-0.025300979614257812;-6.929076194763184;-5.8540191650390625;-0.0178070068359375,-6.253253936767578;-0.15886688232421875;-0.8338623046875;-2.1627159118652344;-0.350616455078125;-7.8744049072265625;-0.12584686279296875;-1.7819061279296875;-0.3721466064453125;-0.05464935302734375
"He is innocent, and she is innocent too.",innocent-guilty,n,pp,n,mf,0.0;-3.1556758880615234;-10.436118125915527;-1.3481006622314453;-5.943811416625977;-1.157637596130371;-2.4561891555786133;-3.066366195678711;-1.3611392974853516,0.0;-9.136829376220703;-11.864383697509766;-3.9670143127441406;-6.44685173034668;-7.62078857421875;-11.489362716674805;-5.495414733886719;-7.62412691116333,-0.322235107421875;-0.07112312316894531;-0.25885486602783203;-0.48427772521972656;-0.7141895294189453;-0.016611099243164062;-0.18396949768066406;-0.156951904296875;-0.027833938598632812,-0.09696197509765625;-0.05716705322265625;-0.06938934326171875;-0.1970062255859375;-0.1741180419921875;-0.07270050048828125;-0.3485870361328125;-0.05410003662109375;-0.0574798583984375
"He is guilty, and she is guilty too.",innocent-guilty,n,mm,n,mf,0.0;-3.1556758880615234;-10.797831535339355;-1.662144660949707;-5.814291477203369;-0.9544620513916016;-2.735196113586426;-2.539012908935547;-1.220444679260254,0.0;-9.361091613769531;-10.298721313476562;-2.9359188079833984;-7.092471599578857;-6.8325958251953125;-10.73060131072998;-6.390464782714844;-6.709985733032227,-0.3424530029296875;-0.18341064453125;-0.14758872985839844;-0.2036876678466797;-0.7802000045776367;-0.06107521057128906;-0.10932540893554688;-0.11134815216064453;-0.022830963134765625,-0.100311279296875;-0.04203033447265625;-0.106048583984375;-0.7597122192382812;-0.25930023193359375;-0.0606842041015625;-0.2365264892578125;-0.045196533203125;-0.0608062744140625
"He is innocent, and she is guilty too.",innocent-guilty,n,pm,n,mf,0.0;-3.1556758880615234;-10.436118125915527;-1.3481006622314453;-5.943811416625977;-1.157637596130371;-0.9449396133422852;-5.920559883117676;-1.3915233612060547,0.0;-10.513961791992188;-9.110088348388672;-5.082881927490234;-7.086626052856445;-7.954078674316406;-11.684568405151367;-6.212131500244141;-6.799211502075195,-0.2969036102294922;-0.0700836181640625;-3.1694717407226562;-0.5547809600830078;-0.6233968734741211;-0.027637481689453125;-2.5841808319091797;-0.17766189575195312;-0.017181396484375,-0.7091064453125;-0.05279541015625;-4.121608734130859;-0.7664947509765625;-0.5407943725585938;-0.10868072509765625;-5.543861389160156;-1.0404548645019531;-0.08984375
"He is guilty, and she is innocent too.",innocent-guilty,n,mp,n,mf,0.0;-3.1556758880615234;-10.797831535339355;-1.662144660949707;-5.814291477203369;-0.9544620513916016;-0.7480621337890625;-7.4308881759643555;-1.1187810897827148,0.0;-8.822246551513672;-13.134527206420898;-4.063880920410156;-8.948150634765625;-8.314918518066406;-11.286556243896484;-6.055706024169922;-7.667781829833984,-0.23041248321533203;-0.09503364562988281;-2.7245845794677734;-0.5893535614013672;-0.683990478515625;-0.012317657470703125;-4.295080184936523;-0.20660400390625;-0.015142440795898438,-1.1681976318359375;-0.04973602294921875;-4.906269073486328;-1.1413192749023438;-0.8857955932617188;-0.0506134033203125;-6.057659149169922;-1.8316879272460938;-0.0677947998046875
"He is not innocent, and she is innocent too.",innocent-guilty,n,pp,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-9.370678424835205;-1.749898910522461;-5.619645118713379;-1.2207422256469727;-3.8288755416870117;-3.7753171920776367;-1.2527704238891602,0.0;-8.415321350097656;-3.8772196769714355;-9.323219299316406;-3.022380828857422;-7.637928009033203;-5.195270538330078;-10.458093643188477;-9.350811004638672;-5.270387649536133,-0.41849422454833984;-0.049526214599609375;-2.6841659545898438;-1.107656478881836;-1.154463768005371;-1.0218191146850586;-0.03710746765136719;-0.7740917205810547;-0.5117111206054688;-0.037113189697265625,-0.28331756591796875;-0.09340667724609375;-4.047992706298828;-5.655376434326172;-0.5009536743164062;-0.6300201416015625;-0.5205230712890625;-3.2135467529296875;-4.3698272705078125;-0.0767822265625
"He is not guilty, and she is guilty too.",innocent-guilty,n,mm,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-8.986437797546387;-1.7389249801635742;-5.704468727111816;-1.114501953125;-4.097226619720459;-4.191408157348633;-1.5179424285888672,0.0;-8.842487335205078;-3.2532196044921875;-13.277694702148438;-3.041278839111328;-7.882894515991211;-3.2335128784179688;-11.298910140991211;-11.266185760498047;-5.640876770019531,-0.4136619567871094;-0.09097480773925781;-2.2619667053222656;-0.2061309814453125;-1.0783042907714844;-0.9071569442749023;-0.11322212219238281;-0.5814123153686523;-0.7627973556518555;-0.025918960571289062,-0.4115142822265625;-0.05805206298828125;-3.5777549743652344;-2.15093994140625;-1.2130279541015625;-0.8038406372070312;-0.219879150390625;-2.4482078552246094;-1.2798233032226562;-0.12552642822265625
"He is not innocent, and she is guilty too.",innocent-guilty,n,pm,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-9.370678424835205;-1.749898910522461;-5.619645118713379;-1.2207422256469727;-3.721280097961426;-4.664885520935059;-1.3098669052124023,0.0;-9.130973815917969;-3.913379669189453;-9.600486755371094;-3.200489044189453;-7.13746452331543;-5.908458709716797;-10.929611206054688;-7.829029083251953;-5.370441436767578,-0.4789915084838867;-0.06251335144042969;-2.3763837814331055;-2.3801841735839844;-0.9998140335083008;-0.9526529312133789;-0.052150726318359375;-1.9224319458007812;-0.5642843246459961;-0.030042648315429688,-3.6546707153320312;-0.11182403564453125;-0.8191184997558594;-0.6200828552246094;-0.38265228271484375;-2.7487030029296875;-0.10425567626953125;-2.8244895935058594;-0.22751617431640625;-0.08383941650390625
"He is not guilty, and she is innocent too.",innocent-guilty,n,mp,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-8.986437797546387;-1.7389249801635742;-5.704468727111816;-1.114501953125;-1.8705577850341797;-7.505345344543457;-1.4330787658691406,0.0;-9.705924987792969;-5.276768684387207;-12.445793151855469;-2.9431190490722656;-6.579411506652832;-8.309314727783203;-10.366239547729492;-6.625591278076172;-6.68641471862793,-0.4872875213623047;-0.08852767944335938;-1.4763154983520508;-0.6033916473388672;-0.7977533340454102;-0.9630899429321289;-0.029964447021484375;-1.6246652603149414;-0.7662448883056641;-0.020473480224609375,-1.4033126831054688;-0.08263397216796875;-0.2952728271484375;-0.13817977905273438;-0.0531768798828125;-1.2546234130859375;-0.07708740234375;-0.4307098388671875;-0.10013580322265625;-0.0831298828125
"She is innocent, and he is innocent too.",innocent-guilty,n,pp,n,fm,0.0;-3.225691318511963;-10.00544261932373;-1.5046558380126953;-4.493560791015625;-0.9646682739257812;-3.109368324279785;-3.8780641555786133;-1.289372444152832,0.0;-8.723531723022461;-14.676027297973633;-4.986492156982422;-8.03948974609375;-9.088478088378906;-15.246702194213867;-4.667560577392578;-7.226529121398926,-0.40473079681396484;-0.058910369873046875;-0.2649402618408203;-0.5084381103515625;-0.710291862487793;-0.01631927490234375;-0.20642375946044922;-0.1614093780517578;-0.028417587280273438,-0.08690643310546875;-0.04360198974609375;-0.0811767578125;-0.20684814453125;-0.2425079345703125;-0.08013916015625;-0.5823593139648438;-0.050933837890625;-0.0558624267578125
"She is guilty, and he is guilty too.",innocent-guilty,n,mm,n,fm,0.0;-3.225691318511963;-11.325390815734863;-1.6643247604370117;-4.3293375968933105;-0.9167118072509766;-2.660675048828125;-2.9006118774414062;-1.2639970779418945,0.0;-8.707805633544922;-10.923080444335938;-2.8263511657714844;-6.856836318969727;-7.276493072509766;-12.100088119506836;-5.9111480712890625;-5.921762466430664,-0.41051387786865234;-0.2431793212890625;-0.1816244125366211;-0.21860313415527344;-0.6832160949707031;-0.06803703308105469;-0.08404254913330078;-0.10760498046875;-0.021848678588867188,-0.18468475341796875;-0.04492950439453125;-0.20279693603515625;-0.7911453247070312;-0.2812957763671875;-0.06755828857421875;-0.22315216064453125;-0.04018402099609375;-0.05621337890625
"She is innocent, and he is guilty too.",innocent-guilty,n,pm,n,fm,0.0;-3.225691318511963;-10.00544261932373;-1.5046558380126953;-4.493560791015625;-0.9646682739257812;-0.6194839477539062;-7.536559581756592;-1.348287582397461,0.0;-7.631402969360352;-11.997428894042969;-2.7412147521972656;-7.241251468658447;-7.973766326904297;-12.83069133758545;-5.9105072021484375;-6.718090057373047,-0.3641090393066406;-0.055194854736328125;-2.5986242294311523;-0.5734148025512695;-0.5399227142333984;-0.031240463256835938;-2.2588586807250977;-0.16917896270751953;-0.016859054565429688,-0.8773727416992188;-0.04822540283203125;-3.1131629943847656;-0.871734619140625;-0.35085296630859375;-0.11812591552734375;-5.472721099853516;-1.0424385070800781;-0.08242034912109375
"She is guilty, and he is innocent too.",innocent-guilty,n,mp,n,fm,0.0;-3.225691318511963;-11.325390815734863;-1.6643247604370117;-4.3293375968933105;-0.9167118072509766;-0.7847938537597656;-7.5069475173950195;-1.1226282119750977,0.0;-10.456356048583984;-13.529346466064453;-2.8829946517944336;-8.082374572753906;-11.519882202148438;-12.1923828125;-7.158313751220703;-8.564149856567383,-0.33350276947021484;-0.110595703125;-2.595921516418457;-0.5873737335205078;-0.603917121887207;-0.013763427734375;-4.403177261352539;-0.19028568267822266;-0.015371322631835938,-3.7104949951171875;-0.04645538330078125;-6.084403991699219;-1.3019943237304688;-1.0988998413085938;-0.05541229248046875;-6.108612060546875;-1.7521247863769531;-0.06908416748046875
"She is not innocent, and he is innocent too.",innocent-guilty,n,pp,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-9.536625862121582;-1.7761335372924805;-4.938455581665039;-1.2107515335083008;-4.4364824295043945;-4.090658187866211;-1.2702713012695312,0.0;-6.98089599609375;-4.0293474197387695;-9.596683502197266;-2.9846725463867188;-5.072654724121094;-5.370140075683594;-10.960823059082031;-9.301074981689453;-4.261373519897461,-0.6362590789794922;-0.039882659912109375;-2.573714256286621;-1.0387287139892578;-1.1777257919311523;-0.8596773147583008;-0.03474903106689453;-0.7742185592651367;-0.5409812927246094;-0.040142059326171875,-0.3948822021484375;-0.066864013671875;-4.418495178222656;-4.932186126708984;-0.5708694458007812;-0.5848770141601562;-0.5679931640625;-3.685161590576172;-4.733692169189453;-0.0738525390625
"She is not guilty, and he is guilty too.",innocent-guilty,n,mm,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-9.162968635559082;-1.7508745193481445;-4.26113224029541;-1.0488948822021484;-3.453214645385742;-4.836366176605225;-1.6805295944213867,0.0;-7.183856964111328;-3.9858341217041016;-10.78005599975586;-2.9845046997070312;-5.329620361328125;-6.916389465332031;-11.45672607421875;-9.839111328125;-4.948579788208008,-0.5670871734619141;-0.06502914428710938;-2.255319595336914;-0.32405757904052734;-1.1942787170410156;-0.7954168319702148;-0.12996578216552734;-0.4290752410888672;-0.8189105987548828;-0.025026321411132812,-0.629638671875;-0.04199981689453125;-3.9858131408691406;-3.795642852783203;-1.3253860473632812;-0.47638702392578125;-0.258087158203125;-2.3900985717773438;-1.3698883056640625;-0.11345672607421875
"She is not innocent, and he is guilty too.",innocent-guilty,n,pm,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-9.536625862121582;-1.7761335372924805;-4.938455581665039;-1.2107515335083008;-3.6434402465820312;-5.091464996337891;-1.3789291381835938,0.0;-6.732959747314453;-3.417308807373047;-8.795173645019531;-3.2045631408691406;-5.089206695556641;-6.395805358886719;-10.082233428955078;-7.597063064575195;-4.340738296508789,-0.8093652725219727;-0.04696083068847656;-2.242025375366211;-1.7105779647827148;-1.0813846588134766;-0.7512073516845703;-0.0529632568359375;-1.7562074661254883;-0.6162958145141602;-0.031322479248046875,-5.247074127197266;-0.08965301513671875;-0.6987495422363281;-0.4880714416503906;-0.420684814453125;-2.5348968505859375;-0.1082305908203125;-2.4020042419433594;-0.2696037292480469;-0.07958221435546875
"She is not guilty, and he is innocent too.",innocent-guilty,n,mp,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-9.162968635559082;-1.7508745193481445;-4.26113224029541;-1.0488948822021484;-2.046884536743164;-7.451613426208496;-1.536529541015625,0.0;-6.908618927001953;-5.515174865722656;-11.079692840576172;-2.9931983947753906;-4.962007522583008;-7.563556671142578;-10.497636795043945;-5.859977722167969;-6.107919692993164,-0.8234786987304688;-0.0672454833984375;-1.296377182006836;-0.6396608352661133;-0.8708047866821289;-0.8307046890258789;-0.031757354736328125;-1.7745904922485352;-0.8418979644775391;-0.021450042724609375,-3.2025146484375;-0.0574188232421875;-0.207183837890625;-0.4256553649902344;-0.04883575439453125;-1.21612548828125;-0.089141845703125;-0.4995880126953125;-0.08940887451171875;-0.0796661376953125
"He is energetic, and she is energetic too.",energetic-lazy,n,pp,n,mf,0.0;-3.1556758880615234;-11.002131462097168;-3.649047374725342;-5.918787002563477;-1.3348665237426758;-3.916597366333008;-2.740546226501465;-0.8333187103271484,0.0;-10.995792388916016;-17.00632667541504;-2.6390209197998047;-6.033803939819336;-6.466697692871094;-15.125028610229492;-6.3913421630859375;-8.169828414916992,-0.4070596694946289;-0.02490234375;-0.7769851684570312;-0.21979045867919922;-1.0207223892211914;-0.021165847778320312;-2.0935497283935547;-0.16987991333007812;-0.019039154052734375,-0.12701416015625;-0.07281494140625;-0.1476593017578125;-0.4151458740234375;-0.21889495849609375;-0.12281036376953125;-1.331695556640625;-0.1341705322265625;-0.0803680419921875
"He is lazy, and she is lazy too.",energetic-lazy,n,mm,n,mf,0.0;-3.1556758880615234;-11.816764831542969;-2.4498329162597656;-6.152462005615234;-1.3899831771850586;-3.2128381729125977;-3.379288673400879;-0.8989925384521484,0.0;-11.915872573852539;-9.898250579833984;-3.0551719665527344;-7.237086296081543;-7.9754180908203125;-11.359912872314453;-7.819402694702148;-8.39729118347168,-0.36351585388183594;-0.04790496826171875;-0.30999183654785156;-0.33172130584716797;-0.8922863006591797;-0.014268875122070312;-0.13013553619384766;-0.13526058197021484;-0.02911376953125,-0.10126495361328125;-0.07355499267578125;-0.09729766845703125;-0.5752792358398438;-0.26036834716796875;-0.09896087646484375;-0.29868316650390625;-0.1208343505859375;-0.105712890625
"He is energetic, and she is lazy too.",energetic-lazy,n,pm,n,mf,0.0;-3.1556758880615234;-11.002131462097168;-3.649047374725342;-5.918787002563477;-1.3348665237426758;-7.3177947998046875;-5.947385311126709;-0.8293724060058594,0.0;-10.539764404296875;-11.197686195373535;-2.5400428771972656;-9.136881828308105;-6.596586227416992;-10.172954559326172;-7.552837371826172;-6.687721252441406,-1.222102165222168;-0.019510269165039062;-7.273240566253662;-0.7092227935791016;-1.8010473251342773;-0.05370807647705078;-6.737691879272461;-0.7444000244140625;-0.011198043823242188,-5.917964935302734;-0.07512664794921875;-9.937969207763672;-1.302978515625;-7.66400146484375;-0.12073516845703125;-11.332794189453125;-3.873577117919922;-0.10938262939453125
"He is lazy, and she is energetic too.",energetic-lazy,n,mp,n,mf,0.0;-3.1556758880615234;-11.816764831542969;-2.4498329162597656;-6.152462005615234;-1.3899831771850586;-7.299872398376465;-6.3719282150268555;-0.8885555267333984,0.0;-9.656051635742188;-22.756500244140625;-2.6971893310546875;-7.194536209106445;-9.593481063842773;-14.402843475341797;-7.3572845458984375;-6.366363525390625,-1.0603418350219727;-0.045135498046875;-6.464545249938965;-1.19561767578125;-2.03067684173584;-0.016500473022460938;-9.40625;-0.8835458755493164;-0.010553359985351562,-5.443470001220703;-0.093353271484375;-9.964324951171875;-1.4979629516601562;-6.71368408203125;-0.07379913330078125;-11.215766906738281;-2.848583221435547;-0.10709381103515625
"He is not energetic, and she is energetic too.",energetic-lazy,n,pp,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-13.61056900024414;-2.1714000701904297;-6.026065826416016;-1.687795639038086;-6.901059150695801;-3.8259506225585938;-0.8985719680786133,0.0;-9.028827667236328;-3.2532501220703125;-15.245254516601562;-3.1665267944335938;-6.22398567199707;-5.3263702392578125;-11.520631790161133;-10.400428771972656;-5.442208290100098,-0.6042413711547852;-0.009294509887695312;-6.5714569091796875;-5.043436050415039;-2.190587043762207;-1.304168701171875;-0.12811660766601562;-6.827598571777344;-0.9572486877441406;-0.017488479614257812,-0.430816650390625;-0.1170654296875;-8.379165649414062;-6.758731842041016;-1.601531982421875;-0.7696533203125;-0.1324920654296875;-4.248928070068359;-1.6403121948242188;-0.09088134765625
"He is not lazy, and she is lazy too.",energetic-lazy,n,mm,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-10.685040473937988;-2.293912887573242;-6.639848709106445;-1.2714862823486328;-6.3004608154296875;-3.5228490829467773;-0.8797225952148438,0.0;-9.315567016601562;-3.90187931060791;-14.375001907348633;-3.029582977294922;-7.447446823120117;-4.018192291259766;-12.885488510131836;-10.472213745117188;-4.710962295532227,-0.550847053527832;-0.016229629516601562;-4.0052690505981445;-0.7496652603149414;-0.7274513244628906;-1.399409294128418;-0.025579452514648438;-1.9201955795288086;-0.5962686538696289;-0.04398345947265625,-0.5429229736328125;-0.1134033203125;-4.699588775634766;-1.611785888671875;-1.0168838500976562;-1.0056228637695312;-0.16213226318359375;-3.720111846923828;-0.8482208251953125;-0.12752532958984375
"He is not energetic, and she is lazy too.",energetic-lazy,n,pm,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-13.61056900024414;-2.1714000701904297;-6.026065826416016;-1.687795639038086;-6.357554912567139;-6.149328231811523;-0.7065801620483398,0.0;-8.81689453125;-7.442775726318359;-11.152578353881836;-3.012880325317383;-6.083391189575195;-5.405326843261719;-11.579364776611328;-7.199995040893555;-6.413161277770996,-4.050973892211914;-0.003963470458984375;-5.07759952545166;-8.153865814208984;-0.41771697998046875;-5.484251976013184;-0.07982444763183594;-5.169459342956543;-0.7711210250854492;-0.009099960327148438,-5.8548126220703125;-0.1079254150390625;-2.3078689575195312;-7.881195068359375;-0.38829803466796875;-8.575469970703125;-0.097625732421875;-4.342502593994141;-0.7733383178710938;-0.08249664306640625
"He is not lazy, and she is energetic too.",energetic-lazy,n,mp,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-10.685040473937988;-2.293912887573242;-6.639848709106445;-1.2714862823486328;-9.561001777648926;-5.182412147521973;-0.7608785629272461,0.0;-9.080329895019531;-5.072262763977051;-16.236528396606445;-2.829874038696289;-7.446404457092285;-8.280174255371094;-13.549266815185547;-8.157831192016602;-6.870262145996094,-5.012845993041992;-0.0045604705810546875;-3.038580894470215;-3.829313278198242;-0.7176132202148438;-7.7330121994018555;-0.017774581909179688;-7.277145862579346;-0.7105731964111328;-0.010799407958984375,-5.307498931884766;-0.199371337890625;-1.3040695190429688;-3.1115684509277344;-0.49639892578125;-7.735572814941406;-0.07575225830078125;-8.696762084960938;-0.2631340026855469;-0.11214447021484375
"She is energetic, and he is energetic too.",energetic-lazy,n,pp,n,fm,0.0;-3.225691318511963;-10.564346313476562;-3.711153030395508;-6.771328449249268;-1.5413570404052734;-3.9517436027526855;-2.582223892211914;-0.7774343490600586,0.0;-10.786558151245117;-14.744962692260742;-2.628080368041992;-4.869777679443359;-9.391376495361328;-15.91714096069336;-5.481184005737305;-8.683258056640625,-0.5681381225585938;-0.030988693237304688;-0.8534841537475586;-0.21424102783203125;-1.0086278915405273;-0.021474838256835938;-1.7090482711791992;-0.15488719940185547;-0.023090362548828125,-0.0969085693359375;-0.05745697021484375;-0.20391845703125;-0.40637969970703125;-0.33394622802734375;-0.1196746826171875;-1.7149581909179688;-0.101043701171875;-0.07442474365234375
"She is lazy, and he is lazy too.",energetic-lazy,n,mm,n,fm,0.0;-3.225691318511963;-12.118584632873535;-2.4014015197753906;-5.693437576293945;-1.38385009765625;-2.844472885131836;-3.8205370903015137;-0.8838987350463867,0.0;-10.954370498657227;-11.282010078430176;-3.023225784301758;-5.1019487380981445;-8.991508483886719;-13.602216720581055;-6.250936508178711;-6.659341812133789,-0.6388330459594727;-0.0570526123046875;-0.4330291748046875;-0.3250007629394531;-0.711573600769043;-0.013835906982421875;-0.16064834594726562;-0.1418752670288086;-0.032649993896484375,-0.16490936279296875;-0.05471038818359375;-0.139007568359375;-0.6990890502929688;-0.20452880859375;-0.0993499755859375;-0.2763824462890625;-0.101959228515625;-0.09412384033203125
