sentence,adjectives,transparency,polarity,negation,gender,gpt2_large_sentence_surprisal,xlnet_large_cased_sentence_surprisal,bert_large_cased_sentence_surprisal,roberta_large_sentence_surprisal
She is not optimist means that she is optimist.,optimist-pessimist,-,pp,y,fm,44.47623444,143.5118713,14.37559986,23.66636276
She is not pessimist means that she is pessimist.,optimist-pessimist,-,mm,y,fm,45.56720734,158.0886078,19.96382046,18.64769745
She is not optimist means that she is pessimist.,optimist-pessimist,-,pm,y,fm,43.49798584,143.7459717,15.75626373,10.11343002
She is not pessimist means that she is optimist.,optimist-pessimist,-,mp,y,fm,43.66096115,142.086853,20.88829899,11.31449127
He is patient means that he is patient.,patient-impatient,y,pp,n,mf,32.80900574,79.1210556,11.54997396,17.88698578
He is impatient means that he is impatient.,patient-impatient,y,mm,n,mf,33.84521866,85.37106323,11.03181553,14.85507965
He is patient means that he is impatient.,patient-impatient,y,pm,n,mf,38.07021332,78.0830307,23.08060312,26.06970215
He is impatient means that he is patient.,patient-impatient,y,mp,n,mf,37.17776871,85.17539215,23.66508532,24.9314003
He is not patient means that he is patient.,patient-impatient,y,pp,y,mf,38.3079567,89.72872162,16.40126753,21.10754013
He is not impatient means that he is impatient.,patient-impatient,y,mm,y,mf,41.74264908,96.17346191,16.26693201,15.04936981
He is not patient means that he is impatient.,patient-impatient,y,pm,y,mf,34.98785782,88.1990509,22.87102604,19.34412003
He is not impatient means that he is patient.,patient-impatient,y,mp,y,mf,39.58045959,94.68762207,19.82394266,15.49825287
She is patient means that she is patient.,patient-impatient,y,pp,n,fm,32.39457703,77.92933655,14.5836215,16.94872284
She is impatient means that she is impatient.,patient-impatient,y,mm,n,fm,34.96629333,88.8870697,13.09408951,14.33459854
She is patient means that she is impatient.,patient-impatient,y,pm,n,fm,37.8434906,86.32780457,25.04038668,24.81817627
She is impatient means that she is patient.,patient-impatient,y,mp,n,fm,37.82865906,79.32743835,25.96851444,24.5577507
She is not patient means that she is patient.,patient-impatient,y,pp,y,fm,37.40398788,87.66308594,17.9121809,20.8637085
She is not impatient means that she is impatient.,patient-impatient,y,mm,y,fm,42.60730743,93.44813538,18.19267464,15.3623848
She is not patient means that she is impatient.,patient-impatient,y,pm,y,fm,34.90620422,83.05792999,24.37941837,18.52782822
She is not impatient means that she is patient.,patient-impatient,y,mp,y,fm,39.83727264,95.09516907,20.78734684,14.42768097
He is prudent means that he is prudent.,prudent-imprudent,y,pp,n,mf,36.70758057,157.5791321,7.985949516,17.83820724
He is imprudent means that he is imprudent.,prudent-imprudent,y,mm,n,mf,38.77950287,152.7120514,9.544342995,11.85840607
He is prudent means that he is imprudent.,prudent-imprudent,y,pm,n,mf,43.31967163,153.3600159,10.86084032,19.18006897
He is imprudent means that he is prudent.,prudent-imprudent,y,mp,n,mf,43.37791443,151.5779266,14.19031429,19.70755005
He is not prudent means that he is prudent.,prudent-imprudent,y,pp,y,mf,41.3637619,144.429245,12.95199966,23.66013718
He is not imprudent means that he is imprudent.,prudent-imprudent,y,mm,y,mf,43.41870499,147.9525299,11.04306459,13.44359589
He is not prudent means that he is imprudent.,prudent-imprudent,y,pm,y,mf,43.73762894,149.1438446,12.52162695,18.82578278
He is not imprudent means that he is prudent.,prudent-imprudent,y,mp,y,mf,46.10802078,138.966507,15.46828461,18.1269722
She is prudent means that she is prudent.,prudent-imprudent,y,pp,n,fm,37.03073883,162.5279846,10.28320169,18.03220367
She is imprudent means that she is imprudent.,prudent-imprudent,y,mm,n,fm,40.72228622,156.9860229,11.21246862,10.60524368
She is prudent means that she is imprudent.,prudent-imprudent,y,pm,n,fm,43.46400452,158.9164581,14.7195859,17.65750122
She is imprudent means that she is prudent.,prudent-imprudent,y,mp,n,fm,45.17111206,154.4399414,18.63570786,18.77340317
She is not prudent means that she is prudent.,prudent-imprudent,y,pp,y,fm,41.6170578,144.2976685,13.35647345,23.25265121
She is not imprudent means that she is imprudent.,prudent-imprudent,y,mm,y,fm,43.94112396,149.6539459,11.34774828,13.39861298
She is not prudent means that she is imprudent.,prudent-imprudent,y,pm,y,fm,41.8591156,151.3849792,14.1012311,17.40452576
She is not imprudent means that she is prudent.,prudent-imprudent,y,mp,y,fm,46.81077957,134.5047455,17.5248661,16.8964386
He is qualified means that he is qualified.,qualified-unqualified,y,pp,n,mf,33.43933868,79.94850922,7.310447693,10.10056305
He is unqualified means that he is unqualified.,qualified-unqualified,y,mm,n,mf,34.92184067,122.3412628,5.858036995,9.358379364
He is qualified means that he is unqualified.,qualified-unqualified,y,pm,n,mf,37.04146957,98.60558319,11.20090055,14.51519394
He is unqualified means that he is qualified.,qualified-unqualified,y,mp,n,mf,38.61288071,96.1098175,13.9507761,14.40499115
He is not qualified means that he is qualified.,qualified-unqualified,y,pp,y,mf,37.81565094,86.67519379,17.51491356,13.86940384
He is not unqualified means that he is unqualified.,qualified-unqualified,y,mm,y,mf,37.59235001,127.4289169,7.826624393,10.89494705
He is not qualified means that he is unqualified.,qualified-unqualified,y,pm,y,mf,34.55431366,107.1125793,6.782782555,7.281482697
He is not unqualified means that he is qualified.,qualified-unqualified,y,mp,y,mf,38.04263306,100.3911057,10.83641338,12.02764511
She is qualified means that she is qualified.,qualified-unqualified,y,pp,n,fm,33.6653595,83.47859955,6.971749306,9.038482666
She is unqualified means that she is unqualified.,qualified-unqualified,y,mm,n,fm,36.12454987,120.4003143,5.812039375,7.768997192
She is qualified means that she is unqualified.,qualified-unqualified,y,pm,n,fm,37.36772919,97.50979614,11.97453737,14.47587967
She is unqualified means that she is qualified.,qualified-unqualified,y,mp,n,fm,39.12172318,100.452652,14.2150197,14.17822266
She is not qualified means that she is qualified.,qualified-unqualified,y,pp,y,fm,37.18818283,79.79804993,17.49305677,13.80657959
She is not unqualified means that she is unqualified.,qualified-unqualified,y,mm,y,fm,38.92940521,127.5906372,7.900370598,10.32767487
She is not qualified means that she is unqualified.,qualified-unqualified,y,pm,y,fm,34.57015991,101.8312149,6.335762978,6.086933136
She is not unqualified means that she is qualified.,qualified-unqualified,y,mp,y,fm,38.59733582,97.76959229,10.75334692,11.03529739
He is skilled means that he is skilled.,skilled-unskilled,y,pp,n,mf,34.52722549,85.03643036,14.566576,14.93221283
He is unskilled means that he is unskilled.,skilled-unskilled,y,mm,n,mf,34.12808228,156.7794952,6.762991905,8.966274261
He is skilled means that he is unskilled.,skilled-unskilled,y,pm,n,mf,40.00246429,111.1589508,14.31558609,17.91601181
He is unskilled means that he is skilled.,skilled-unskilled,y,mp,n,mf,36.87748718,109.5540695,14.99958658,17.90654373
He is not skilled means that he is skilled.,skilled-unskilled,y,pp,y,mf,38.41196442,86.95729828,21.41089773,21.20763779
He is not unskilled means that he is unskilled.,skilled-unskilled,y,mm,y,mf,39.11706543,151.1211243,9.134203911,12.11949158
He is not skilled means that he is unskilled.,skilled-unskilled,y,pm,y,mf,38.07894135,117.6961365,11.14728355,11.95336533
He is not unskilled means that he is skilled.,skilled-unskilled,y,mp,y,mf,38.41459274,115.5176086,11.74487591,12.41302109
She is skilled means that she is skilled.,skilled-unskilled,y,pp,n,fm,36.14022446,87.51405334,16.21649504,14.74488831
She is unskilled means that she is unskilled.,skilled-unskilled,y,mm,n,fm,35.38208389,151.2324829,6.370958328,7.877506256
She is skilled means that she is unskilled.,skilled-unskilled,y,pm,n,fm,41.21014786,114.5873184,14.52960682,17.92665863
She is unskilled means that she is skilled.,skilled-unskilled,y,mp,n,fm,38.31494904,108.8058929,15.12786198,17.38498306
She is not skilled means that she is skilled.,skilled-unskilled,y,pp,y,fm,40.21338272,89.81793976,21.31459427,21.26291275
She is not unskilled means that she is unskilled.,skilled-unskilled,y,mm,y,fm,40.61664581,153.2328033,8.760129929,11.10980988
She is not skilled means that she is unskilled.,skilled-unskilled,y,pm,y,fm,39.2766304,116.6797714,11.09834719,11.13441467
She is not unskilled means that she is skilled.,skilled-unskilled,y,mp,y,fm,40.04211044,123.3095627,12.23597622,11.67639923
He is quiet means that he is quiet.,quiet-loud,n,pp,n,mf,33.48221588,77.29760742,16.63189411,15.55352402
He is loud means that he is loud.,quiet-loud,n,mm,n,mf,34.57535934,82.62569427,14.20909214,18.81048965
He is quiet means that he is loud.,quiet-loud,n,pm,n,mf,38.38435364,74.87491608,26.08159637,24.75285339
He is loud means that he is quiet.,quiet-loud,n,mp,n,mf,38.23775482,76.45933533,25.27051353,24.24854279
He is not quiet means that he is quiet.,quiet-loud,n,pp,y,mf,35.32562256,89.71363831,16.84053802,17.81138992
He is not loud means that he is loud.,quiet-loud,n,mm,y,mf,40.15463257,80.9552002,16.63618469,21.16146851
He is not quiet means that he is loud.,quiet-loud,n,pm,y,mf,36.10017014,93.74610901,19.44151592,18.29122925
He is not loud means that he is quiet.,quiet-loud,n,mp,y,mf,35.35237885,85.40991211,20.70019627,19.21371841
She is quiet means that she is quiet.,quiet-loud,n,pp,n,fm,33.40200806,76.54424286,18.03705311,14.72105789
She is loud means that she is loud.,quiet-loud,n,mm,n,fm,34.3582077,82.28189087,14.77881145,17.2364502
She is quiet means that she is loud.,quiet-loud,n,pm,n,fm,37.87947464,76.4331665,26.22894526,23.52023315
She is loud means that she is quiet.,quiet-loud,n,mp,n,fm,37.85005188,81.44198608,25.09899473,23.51540756
She is not quiet means that she is quiet.,quiet-loud,n,pp,y,fm,35.65185165,95.21398926,16.92498016,17.74500275
She is not loud means that she is loud.,quiet-loud,n,mm,y,fm,39.4563446,83.0921936,17.04676342,20.98917007
She is not quiet means that she is loud.,quiet-loud,n,pm,y,fm,36.32132721,88.6204834,20.08011246,17.27022171
She is not loud means that she is quiet.,quiet-loud,n,mp,y,fm,35.80529022,87.37164307,20.74217415,18.64400101
He is sane means that he is sane.,sane-crazy,n,pp,n,mf,33.89974594,120.4906006,6.739173889,15.078228
He is crazy means that he is crazy.,sane-crazy,n,mm,n,mf,33.20418549,86.26120758,11.91899157,18.85319138
He is sane means that he is crazy.,sane-crazy,n,pm,n,mf,38.60443115,88.93058777,21.97697449,25.95899582
He is crazy means that he is sane.,sane-crazy,n,mp,n,mf,36.76472473,92.35379791,21.61574745,24.83898544
He is not sane means that he is sane.,sane-crazy,n,pp,y,mf,37.28321457,114.2619019,10.6015377,17.49713898
He is not crazy means that he is crazy.,sane-crazy,n,mm,y,mf,35.48570633,92.52603912,17.93552113,17.19618607
He is not sane means that he is crazy.,sane-crazy,n,pm,y,mf,37.1084938,103.2459488,16.52247524,16.66268539
He is not crazy means that he is sane.,sane-crazy,n,mp,y,mf,33.65010834,110.2862396,17.00337648,16.78878784
She is sane means that she is sane.,sane-crazy,n,pp,n,fm,33.96253967,126.3680878,7.227037907,14.48402023
She is crazy means that she is crazy.,sane-crazy,n,mm,n,fm,33.73654175,87.40393829,12.36484051,18.16212845
She is sane means that she is crazy.,sane-crazy,n,pm,n,fm,38.39284897,82.46663666,23.72746277,25.34101486
She is crazy means that she is sane.,sane-crazy,n,mp,n,fm,37.29712677,96.13301086,21.97970629,25.22832108
She is not sane means that she is sane.,sane-crazy,n,pp,y,fm,37.53752136,112.4461212,10.81871033,17.38759613
She is not crazy means that she is crazy.,sane-crazy,n,mm,y,fm,35.52241135,96.85053253,18.15345478,16.64357376
She is not sane means that she is crazy.,sane-crazy,n,pm,y,fm,37.63915634,103.6100006,17.27652073,15.28217697
She is not crazy means that she is sane.,sane-crazy,n,mp,y,fm,33.41298294,111.5550919,16.84090614,16.10409927
He is sane means that he is sane.,sane-insane,y,pp,n,mf,33.89974594,120.4906006,6.739173889,15.078228
He is insane means that he is insane.,sane-insane,y,mm,n,mf,34.31608582,88.48111725,11.02500582,16.26536179
He is sane means that he is insane.,sane-insane,y,pm,n,mf,37.81218719,93.46084595,17.20851517,25.20209503
He is insane means that he is sane.,sane-insane,y,mp,n,mf,36.74834824,101.7069626,17.7335577,22.57363129
He is not sane means that he is sane.,sane-insane,y,pp,y,mf,37.28321457,114.2619019,10.6015377,17.49713898
He is not insane means that he is insane.,sane-insane,y,mm,y,mf,36.60980225,101.7528076,19.58158493,15.76117325
He is not sane means that he is insane.,sane-insane,y,pm,y,mf,35.46216202,110.0327454,14.54632378,15.37199783
He is not insane means that he is sane.,sane-insane,y,mp,y,mf,33.52391434,112.8459473,15.02409744,15.05884171
She is sane means that she is sane.,sane-insane,y,pp,n,fm,33.96253967,126.3680878,7.227037907,14.48402023
She is insane means that she is insane.,sane-insane,y,mm,n,fm,34.99396896,91.7830658,11.78006411,16.35795212
She is sane means that she is insane.,sane-insane,y,pm,n,fm,37.70424652,85.33840179,19.80648851,25.11065674
She is insane means that she is sane.,sane-insane,y,mp,n,fm,37.14910507,103.0567017,18.79357052,22.80545425
She is not sane means that she is sane.,sane-insane,y,pp,y,fm,37.53752136,112.4461212,10.81871033,17.38759613
She is not insane means that she is insane.,sane-insane,y,mm,y,fm,37.04518127,100.6570435,20.26476765,15.32805252
She is not sane means that she is insane.,sane-insane,y,pm,y,fm,35.96738815,110.6973801,15.88738728,14.2971077
She is not insane means that she is sane.,sane-insane,y,mp,y,fm,34.15119553,117.5831604,15.35465336,14.44707108
He is altruistic means that he is altruistic.,altruistic-selfish,n,pp,n,mf,40.77815247,166.6750031,8.567996502,10.82053375
He is selfish means that he is selfish.,altruistic-selfish,n,mm,n,mf,34.60758972,89.67325592,13.08833599,18.79120636
He is altruistic means that he is selfish.,altruistic-selfish,n,pm,n,mf,40.21717072,113.1929321,17.22190475,19.03306961
He is selfish means that he is altruistic.,altruistic-selfish,n,mp,n,mf,41.00717926,125.6340637,16.71831846,20.66641235
He is not altruistic means that he is altruistic.,altruistic-selfish,n,pp,y,mf,42.08324051,157.0552673,13.80897903,15.80493927
He is not selfish means that he is selfish.,altruistic-selfish,n,mm,y,mf,37.06215668,96.87973785,18.32402897,18.11539078
He is not altruistic means that he is selfish.,altruistic-selfish,n,pm,y,mf,41.42475891,103.4643021,16.17025089,14.04719162
He is not selfish means that he is altruistic.,altruistic-selfish,n,mp,y,mf,39.35137177,123.1170349,16.55071068,17.35075378
She is altruistic means that she is altruistic.,altruistic-selfish,n,pp,n,fm,41.16651154,164.0246124,8.962585926,9.754173279
She is selfish means that she is selfish.,altruistic-selfish,n,mm,n,fm,34.30060577,86.33191681,14.64821529,17.32337952
She is altruistic means that she is selfish.,altruistic-selfish,n,pm,n,fm,40.41498566,112.4128723,17.04347801,17.38892365
She is selfish means that she is altruistic.,altruistic-selfish,n,mp,n,fm,41.42385483,126.1915131,16.99151945,19.71637344
She is not altruistic means that she is altruistic.,altruistic-selfish,n,pp,y,fm,41.90357971,152.3361816,13.88069248,14.53250504
She is not selfish means that she is selfish.,altruistic-selfish,n,mm,y,fm,37.97336197,93.42767334,19.89419842,16.83228683
She is not altruistic means that she is selfish.,altruistic-selfish,n,pm,y,fm,40.55305481,124.4545135,16.33958721,11.98972702
She is not selfish means that she is altruistic.,altruistic-selfish,n,mp,y,fm,40.21083832,117.9208832,17.08675194,15.07255173
He is well means that he is well.,well-sick,n,pp,n,mf,37.94384766,70.89077759,12.31828785,22.69256973
He is sick means that he is sick.,well-sick,n,mm,n,mf,31.88546753,82.28219604,9.288640499,16.56077194
He is well means that he is sick.,well-sick,n,pm,n,mf,39.26290131,74.18208313,26.55478907,28.41233444
He is sick means that he is well.,well-sick,n,mp,n,mf,36.32608795,71.26483154,23.15288734,22.99447632
He is not well means that he is well.,well-sick,n,pp,y,mf,40.55770493,79.38990784,19.34010744,26.59783173
He is not sick means that he is sick.,well-sick,n,mm,y,mf,36.25930786,81.85604095,17.424613,18.19341278
He is not well means that he is sick.,well-sick,n,pm,y,mf,40.21658325,86.43305206,18.01781273,16.49753189
He is not sick means that he is well.,well-sick,n,mp,y,mf,35.12203598,84.44337463,18.85739946,16.02867508
She is well means that she is well.,well-sick,n,pp,n,fm,38.23200226,70.63902283,12.98070145,23.92603302
She is sick means that she is sick.,well-sick,n,mm,n,fm,32.27585602,85.31828308,9.944395065,16.37440109
She is well means that she is sick.,well-sick,n,pm,n,fm,39.66630554,78.53681946,26.63083315,29.05212021
She is sick means that she is well.,well-sick,n,mp,n,fm,36.74739075,68.76660156,23.14749622,23.08819199
She is not well means that she is well.,well-sick,n,pp,y,fm,41.13720703,79.86412048,20.44888449,25.11072159
She is not sick means that she is sick.,well-sick,n,mm,y,fm,36.08498764,87.06275177,18.08287716,17.85346222
She is not well means that she is sick.,well-sick,n,pm,y,fm,40.01866913,90.65570068,18.07427883,16.2502594
She is not sick means that she is well.,well-sick,n,mp,y,fm,35.2798996,85.04512787,18.92791986,16.33432388
He is well means that he is well.,well-ill,n,pp,n,mf,37.94384766,70.89077759,12.31828785,22.69256973
He is ill means that he is ill.,well-ill,n,mm,n,mf,38.63437653,83.54374695,13.5619173,16.54680634
He is well means that he is ill.,well-ill,n,pm,n,mf,39.01533127,73.64370728,26.58538628,36.86317062
He is ill means that he is well.,well-ill,n,mp,n,mf,40.87772751,77.89967346,29.1515727,22.60600281
He is not well means that he is well.,well-ill,n,pp,y,mf,40.55770493,79.38990784,19.34010744,26.59783173
He is not ill means that he is ill.,well-ill,n,mm,y,mf,40.23684692,83.11933899,15.31354809,18.75520706
He is not well means that he is ill.,well-ill,n,pm,y,mf,39.3595047,84.25558472,17.22596931,21.3156395
He is not ill means that he is well.,well-ill,n,mp,y,mf,40.97784424,80.28312683,19.35731363,17.61392975
She is well means that she is well.,well-ill,n,pp,n,fm,38.23200226,70.63902283,12.98070145,23.92603302
She is ill means that she is ill.,well-ill,n,mm,n,fm,36.15834427,91.82024384,15.30233288,16.06349182
She is well means that she is ill.,well-ill,n,pm,n,fm,39.6639595,74.16217041,27.17903519,34.65909576
She is ill means that she is well.,well-ill,n,mp,n,fm,39.05540085,80.79251099,28.87945175,21.95926285
She is not well means that she is well.,well-ill,n,pp,y,fm,41.13720703,79.86412048,20.44888449,25.11072159
She is not ill means that she is ill.,well-ill,n,mm,y,fm,37.98879242,87.75138855,16.91562843,18.39516068
She is not well means that she is ill.,well-ill,n,pm,y,fm,39.36594391,85.03907776,17.2617178,20.37542725
She is not ill means that she is well.,well-ill,n,mp,y,fm,38.61230469,79.5030365,19.47685146,16.80320358
He is well means that he is well.,well-unwell,y,pp,n,mf,37.94384766,70.89077759,12.31828785,22.69256973
He is unwell means that he is unwell.,well-unwell,y,mm,n,mf,37.02352905,113.3879089,4.915009499,9.257369995
He is well means that he is unwell.,well-unwell,y,pm,n,mf,41.97262955,91.16376495,22.93634176,31.15743637
He is unwell means that he is well.,well-unwell,y,mp,n,mf,40.40018463,95.12746429,22.46372223,19.13333893
He is not well means that he is well.,well-unwell,y,pp,y,mf,40.55770493,79.38990784,19.34010744,26.59783173
He is not unwell means that he is unwell.,well-unwell,y,mm,y,mf,39.15180588,119.0275345,6.866699696,12.08194351
He is not well means that he is unwell.,well-unwell,y,pm,y,mf,42.81521606,95.45252991,15.06179142,18.88154221
He is not unwell means that he is well.,well-unwell,y,mp,y,mf,38.04227066,95.49624634,15.87813759,13.20114899
She is well means that she is well.,well-unwell,y,pp,n,fm,38.23200226,70.63902283,12.98070145,23.92603302
She is unwell means that she is unwell.,well-unwell,y,mm,n,fm,37.66416168,112.6247482,4.201290131,8.597370148
She is well means that she is unwell.,well-unwell,y,pm,n,fm,42.88340759,92.34971619,22.30448341,30.54437256
She is unwell means that she is well.,well-unwell,y,mp,n,fm,41.33851242,91.01470947,21.14301777,18.79995346
She is not well means that she is well.,well-unwell,y,pp,y,fm,41.13720703,79.86412048,20.44888449,25.11072159
She is not unwell means that she is unwell.,well-unwell,y,mm,y,fm,39.53315353,116.6270142,5.853196144,11.82372665
She is not well means that she is unwell.,well-unwell,y,pm,y,fm,42.74382401,97.85801697,14.81014109,18.47894287
She is not unwell means that she is well.,well-unwell,y,mp,y,fm,38.87618637,97.39553833,15.15779495,13.3617363
He is healthy means that he is healthy.,healthy-ill,n,pp,n,mf,33.91872406,84.71735382,9.190494537,16.33357239
He is ill means that he is ill.,healthy-ill,n,mm,n,mf,38.63437653,83.54374695,13.5619173,16.54680634
He is healthy means that he is ill.,healthy-ill,n,pm,n,mf,39.88707733,86.70152283,24.18788242,25.9547081
He is ill means that he is healthy.,healthy-ill,n,mp,n,mf,42.65586853,83.10836792,26.3757019,25.18599319
He is not healthy means that he is healthy.,healthy-ill,n,pp,y,mf,39.1441803,89.88600922,19.43630743,20.80550003
He is not ill means that he is ill.,healthy-ill,n,mm,y,mf,40.23684692,83.11933899,15.31354809,18.75520706
He is not healthy means that he is ill.,healthy-ill,n,pm,y,mf,37.47135925,91.15058899,14.31945324,17.12930298
He is not ill means that he is healthy.,healthy-ill,n,mp,y,mf,42.3524704,80.62382507,14.98390102,17.67024994
She is healthy means that she is healthy.,healthy-ill,n,pp,n,fm,31.92790222,80.31632996,11.02198458,16.46825027
She is ill means that she is ill.,healthy-ill,n,mm,n,fm,36.15834427,91.82024384,15.30233288,16.06349182
She is healthy means that she is ill.,healthy-ill,n,pm,n,fm,37.04748917,83.85838318,24.80947065,26.26726151
She is ill means that she is healthy.,healthy-ill,n,mp,n,fm,39.16748047,85.39611053,26.67161083,25.07043839
She is not healthy means that she is healthy.,healthy-ill,n,pp,y,fm,35.8957901,84.69141388,19.60628891,21.61195755
She is not ill means that she is ill.,healthy-ill,n,mm,y,fm,37.98879242,87.75138855,16.91562843,18.39516068
She is not healthy means that she is ill.,healthy-ill,n,pm,y,fm,34.57199097,88.50767517,14.52798986,16.82144547
She is not ill means that she is healthy.,healthy-ill,n,mp,y,fm,37.97990799,82.18569946,15.4962635,17.28056335
He is healthy means that he is healthy.,healthy-sick,n,pp,n,mf,33.91872406,84.71735382,9.190494537,16.33357239
He is sick means that he is sick.,healthy-sick,n,mm,n,mf,31.88546753,82.28219604,9.288640499,16.56077194
He is healthy means that he is sick.,healthy-sick,n,pm,n,mf,38.35991287,84.7468338,22.02492142,23.62638474
He is sick means that he is healthy.,healthy-sick,n,mp,n,mf,36.05026245,73.22710419,20.41935158,22.94037628
He is not healthy means that he is healthy.,healthy-sick,n,pp,y,mf,39.1441803,89.88600922,19.43630743,20.80550003
He is not sick means that he is sick.,healthy-sick,n,mm,y,mf,36.25930786,81.85604095,17.424613,18.19341278
He is not healthy means that he is sick.,healthy-sick,n,pm,y,mf,38.33395386,89.94441223,14.78909397,15.52266312
He is not sick means that he is healthy.,healthy-sick,n,mp,y,mf,33.140625,91.0623703,12.71054506,14.9785614
She is healthy means that she is healthy.,healthy-sick,n,pp,n,fm,31.92790222,80.31632996,11.02198458,16.46825027
She is sick means that she is sick.,healthy-sick,n,mm,n,fm,32.27585602,85.31828308,9.944395065,16.37440109
She is healthy means that she is sick.,healthy-sick,n,pm,n,fm,35.34506989,80.54034424,22.88493967,24.07078552
She is sick means that she is healthy.,healthy-sick,n,mp,n,fm,36.05475998,72.67492676,21.56314659,23.50178909
She is not healthy means that she is healthy.,healthy-sick,n,pp,y,fm,35.8957901,84.69141388,19.60628891,21.61195755
She is not sick means that she is sick.,healthy-sick,n,mm,y,fm,36.08498764,87.06275177,18.08287716,17.85346222
She is not healthy means that she is sick.,healthy-sick,n,pm,y,fm,33.92268372,86.41481781,15.16098499,15.30905914
She is not sick means that she is healthy.,healthy-sick,n,mp,y,fm,33.15371704,88.71398926,13.42633486,15.30356598
He is slim means that he is slim.,slim-fat,n,pp,n,mf,38.09417725,84.69212341,13.12181187,15.77661514
He is fat means that he is fat.,slim-fat,n,mm,n,mf,34.50293732,84.16127014,8.447846413,14.65737915
He is slim means that he is fat.,slim-fat,n,pm,n,mf,39.28167343,77.87988281,19.77494335,25.28527069
He is fat means that he is slim.,slim-fat,n,mp,n,mf,38.01028061,77.82100677,20.05708838,27.11430359
He is not slim means that he is slim.,slim-fat,n,pp,y,mf,39.88500977,84.69166565,21.63727283,20.88485718
He is not fat means that he is fat.,slim-fat,n,mm,y,mf,37.15638733,86.21747589,11.75278664,14.84087372
He is not slim means that he is fat.,slim-fat,n,pm,y,mf,39.01819992,80.92551422,23.18683815,18.09251022
He is not fat means that he is slim.,slim-fat,n,mp,y,mf,37.76428604,87.52110291,17.85880041,19.05815887
She is slim means that she is slim.,slim-fat,n,pp,n,fm,36.89977646,81.01304626,13.09618521,15.32266617
She is fat means that she is fat.,slim-fat,n,mm,n,fm,32.9847641,87.90341187,9.019180298,14.12742233
She is slim means that she is fat.,slim-fat,n,pm,n,fm,37.97703552,77.13053131,20.70646048,24.91445923
She is fat means that she is slim.,slim-fat,n,mp,n,fm,37.12199402,78.52536011,20.12944651,27.10792542
She is not slim means that she is slim.,slim-fat,n,pp,y,fm,39.15332031,84.62416077,14.59239674,21.73557281
She is not fat means that she is fat.,slim-fat,n,mm,y,fm,35.52000427,85.98039246,13.42642021,14.8081131
She is not slim means that she is fat.,slim-fat,n,pm,y,fm,38.0173111,85.3482666,19.11763859,17.55431366
She is not fat means that she is slim.,slim-fat,n,mp,y,fm,37.11258698,90.73056793,18.4677062,18.90754318
He is fast means that he is fast.,fast-slow,n,pp,n,mf,31.5951767,87.11138916,11.50023174,15.43968964
He is slow means that he is slow.,fast-slow,n,mm,n,mf,32.9740715,83.51016998,13.15069008,16.58840561
He is fast means that he is slow.,fast-slow,n,pm,n,mf,34.15847015,84.05659485,18.74851656,27.13599777
He is slow means that he is fast.,fast-slow,n,mp,n,mf,36.07349777,84.54359436,19.76716566,26.34286118
He is not fast means that he is fast.,fast-slow,n,pp,y,mf,36.60920334,81.06018066,17.46252918,21.14582825
He is not slow means that he is slow.,fast-slow,n,mm,y,mf,38.50370026,83.50016785,14.66404915,18.38013458
He is not fast means that he is slow.,fast-slow,n,pm,y,mf,33.20689392,78.13499451,17.00892019,16.15740585
He is not slow means that he is fast.,fast-slow,n,mp,y,mf,35.49528503,81.14553833,16.985919,17.74945068
She is fast means that she is fast.,fast-slow,n,pp,n,fm,33.21977997,83.54333496,12.50158119,14.33575058
She is slow means that she is slow.,fast-slow,n,mm,n,fm,34.24304962,84.2858429,13.85007095,15.21321487
She is fast means that she is slow.,fast-slow,n,pm,n,fm,35.52437973,78.38668823,19.69845438,26.56767273
She is slow means that she is fast.,fast-slow,n,mp,n,fm,36.70819473,81.91835022,20.57376862,26.04006195
She is not fast means that she is fast.,fast-slow,n,pp,y,fm,37.40761185,79.03198242,17.40802622,20.41001892
She is not slow means that she is slow.,fast-slow,n,mm,y,fm,39.75330353,85.07569885,14.51300192,17.41738892
She is not fast means that she is slow.,fast-slow,n,pm,y,fm,34.55439758,82.292099,16.80519581,15.79259109
She is not slow means that she is fast.,fast-slow,n,mp,y,fm,36.5899353,80.6625824,16.93333721,16.92682266
He is valuable means that he is valuable.,valuable-valueless,y,pp,n,mf,39.18754959,89.69499969,11.99970627,15.36140823
He is valueless means that he is valueless.,valuable-valueless,y,mm,n,mf,40.77898788,108.8639603,12.01143074,9.509269714
He is valuable means that he is valueless.,valuable-valueless,y,pm,n,mf,44.14096832,93.1491394,19.84106159,14.07596588
He is valueless means that he is valuable.,valuable-valueless,y,mp,n,mf,41.7808876,90.56390381,21.91177511,14.01795959
He is not valuable means that he is valuable.,valuable-valueless,y,pp,y,mf,37.98439407,88.79464722,19.54519653,16.87773132
He is not valueless means that he is valueless.,valuable-valueless,y,mm,y,mf,42.45043564,104.0106659,11.78665543,11.32910538
He is not valuable means that he is valueless.,valuable-valueless,y,pm,y,mf,41.25403595,95.08773041,17.29761124,11.34041214
He is not valueless means that he is valuable.,valuable-valueless,y,mp,y,mf,41.9389534,92.640625,20.94845581,11.00587463
She is valuable means that she is valuable.,valuable-valueless,y,pp,n,fm,36.82389832,93.84570313,13.15433359,14.63391113
She is valueless means that she is valueless.,valuable-valueless,y,mm,n,fm,40.75291443,108.4151306,12.96600723,8.555568695
