sentence,adjectives,transparency,polarity,negation,gender,roberta_large_sentence_surprisal,bert_large_cased_sentence_surprisal,xlnet_large_cased_sentence_surprisal,gpt2_large_sentence_surprisal
"She is not mature, and he is immature too.",mature-immature,y,pm,y,fm,4.263072968,19.98247051,94.23017883,37.9927597
"She is not immature, and he is mature too.",mature-immature,y,mp,y,fm,17.7618866,26.87196445,95.3584137,40.25920486
"He is normal, and she is normal too.",normal-strange,n,pp,n,mf,1.62512207,2.683833122,92.10420227,29.86439133
"He is strange, and she is strange too.",normal-strange,n,mm,n,mf,2.14956665,3.370969772,90.05648804,30.83807182
"He is normal, and she is strange too.",normal-strange,n,pm,n,mf,28.57341385,20.15621233,87.56537628,35.90166473
"He is strange, and she is normal too.",normal-strange,n,mp,n,mf,31.65485382,23.26959467,96.23571777,37.31285858
"He is not normal, and she is normal too.",normal-strange,n,pp,y,mf,18.1215477,9.552721024,92.1989975,34.17249298
"He is not strange, and she is strange too.",normal-strange,n,mm,y,mf,16.41357803,12.20621967,87.13230896,39.42823029
"He is not normal, and she is strange too.",normal-strange,n,pm,y,mf,13.54345322,19.66126919,94.07461548,37.83588409
"He is not strange, and she is normal too.",normal-strange,n,mp,y,mf,16.9806633,26.17959213,96.82775879,41.84658813
"She is normal, and he is normal too.",normal-strange,n,pp,n,fm,1.698783875,2.754190445,95.69552612,30.13721275
"She is strange, and he is strange too.",normal-strange,n,mm,n,fm,2.232971191,3.523359299,91.60565186,31.11658478
"She is normal, and he is strange too.",normal-strange,n,pm,n,fm,29.47727585,19.71649265,89.2874527,36.27388382
"She is strange, and he is normal too.",normal-strange,n,mp,n,fm,32.45933533,23.39514446,106.1063995,36.71098709
"She is not normal, and he is normal too.",normal-strange,n,pp,y,fm,18.54042435,9.117168427,92.33192444,33.94922256
"She is not strange, and he is strange too.",normal-strange,n,mm,y,fm,16.19620514,12.03449535,86.01547241,38.98961639
"She is not normal, and he is strange too.",normal-strange,n,pm,y,fm,15.06554031,18.96617889,87.51446533,38.84064484
"She is not strange, and he is normal too.",normal-strange,n,mp,y,fm,17.22073746,26.57141352,97.97914124,40.85377502
"He is obedient, and she is obedient too.",obedient-disobedient,y,pp,n,mf,3.931797028,2.162356377,90.20148468,35.17213058
"He is disobedient, and she is disobedient too.",obedient-disobedient,y,mm,n,mf,1.479160309,2.276960373,166.5323639,40.63843536
"He is obedient, and she is disobedient too.",obedient-disobedient,y,pm,n,mf,15.5319252,3.006978035,138.3322449,41.82130432
"He is disobedient, and she is obedient too.",obedient-disobedient,y,mp,n,mf,13.8009491,2.892022133,133.921875,43.58370972
"He is not obedient, and she is obedient too.",obedient-disobedient,y,pp,y,mf,19.1832428,8.59623909,112.1287842,41.61507797
"He is not disobedient, and she is disobedient too.",obedient-disobedient,y,mm,y,mf,11.0229187,7.885466576,188.4677734,47.01063156
"He is not obedient, and she is disobedient too.",obedient-disobedient,y,pm,y,mf,7.814983368,6.402096748,150.1011353,42.76190186
"He is not disobedient, and she is obedient too.",obedient-disobedient,y,mp,y,mf,14.46906662,6.692979813,134.1807556,44.72681808
"She is obedient, and he is obedient too.",obedient-disobedient,y,pp,n,fm,4.978115082,2.390066147,94.53852844,34.36356735
"She is disobedient, and he is disobedient too.",obedient-disobedient,y,mm,n,fm,1.44084549,2.724066734,154.9833679,42.09332275
"She is obedient, and he is disobedient too.",obedient-disobedient,y,pm,n,fm,18.08976364,3.502843857,124.2462769,40.8411293
"She is disobedient, and he is obedient too.",obedient-disobedient,y,mp,n,fm,15.21149063,3.35102272,138.6600494,44.77391052
"She is not obedient, and he is obedient too.",obedient-disobedient,y,pp,y,fm,21.25658035,8.818514824,96.13134003,40.70954132
"She is not disobedient, and he is disobedient too.",obedient-disobedient,y,mm,y,fm,10.38647461,7.9641819,172.4399872,48.78842926
"She is not obedient, and he is disobedient too.",obedient-disobedient,y,pm,y,fm,10.00799942,6.749173164,131.0939331,42.75962067
"She is not disobedient, and he is obedient too.",obedient-disobedient,y,mp,y,fm,14.37180328,6.602602959,125.7675018,45.52778625
"He is optimist, and she is optimist too.",optimist-pessimist,-,pp,n,mf,2.414772034,5.573543549,166.7737427,37.63088608
"He is pessimist, and she is pessimist too.",optimist-pessimist,-,mm,n,mf,3.73645401,2.715732574,156.3401489,40.12417603
"He is optimist, and she is pessimist too.",optimist-pessimist,-,pm,n,mf,13.0198555,8.581203461,157.7852325,39.6487236
"He is pessimist, and she is optimist too.",optimist-pessimist,-,mp,n,mf,9.100009918,14.24781513,162.0011749,37.7446022
"He is not optimist, and she is optimist too.",optimist-pessimist,-,pp,y,mf,24.96836472,13.64305305,173.8838806,43.94920349
"He is not pessimist, and she is pessimist too.",optimist-pessimist,-,mm,y,mf,18.35741425,13.1196208,159.0153503,47.09997177
"He is not optimist, and she is pessimist too.",optimist-pessimist,-,pm,y,mf,17.77439499,24.29774809,155.6475372,43.90377045
"He is not pessimist, and she is optimist too.",optimist-pessimist,-,mp,y,mf,20.91618347,28.88931131,154.2862244,44.43813705
"She is optimist, and he is optimist too.",optimist-pessimist,-,pp,n,fm,2.584732056,5.741523743,170.0495911,37.72072601
"She is pessimist, and he is pessimist too.",optimist-pessimist,-,mm,n,fm,4.275428772,3.021065712,177.0818329,39.6086235
"She is optimist, and he is pessimist too.",optimist-pessimist,-,pm,n,fm,14.18084335,10.78159428,164.2620544,40.29192352
"She is pessimist, and he is optimist too.",optimist-pessimist,-,mp,n,fm,11.78210449,15.13572121,149.5,37.73367691
"She is not optimist, and he is optimist too.",optimist-pessimist,-,pp,y,fm,25.3639946,13.47195244,165.5932617,42.71578979
"She is not pessimist, and he is pessimist too.",optimist-pessimist,-,mm,y,fm,18.35125351,13.10591125,166.1077118,46.17825317
"She is not optimist, and he is pessimist too.",optimist-pessimist,-,pm,y,fm,19.12277985,23.83290958,156.5105591,43.5508194
"She is not pessimist, and he is optimist too.",optimist-pessimist,-,mp,y,fm,21.67398834,28.20286465,156.0929871,44.43984222
"He is patient, and she is patient too.",patient-impatient,y,pp,n,mf,2.306495667,2.377448082,88.485466,30.64764404
"He is impatient, and she is impatient too.",patient-impatient,y,mm,n,mf,2.348236084,1.992343903,96.40104675,30.63827133
"He is patient, and she is impatient too.",patient-impatient,y,pm,n,mf,23.12018967,20.45563984,93.7360611,38.42224884
"He is impatient, and she is patient too.",patient-impatient,y,mp,n,mf,14.7913208,19.0177536,89.13897705,35.69070053
"He is not patient, and she is patient too.",patient-impatient,y,pp,y,mf,18.30122757,12.57875633,88.00792694,37.80208588
"He is not impatient, and she is impatient too.",patient-impatient,y,mm,y,mf,19.96846771,15.42787743,84.69710541,40.21282196
"He is not patient, and she is impatient too.",patient-impatient,y,pm,y,mf,6.692676544,19.91767406,87.66491699,39.52892685
"He is not impatient, and she is patient too.",patient-impatient,y,mp,y,mf,13.01488113,23.525527,86.01622009,40.14016342
"She is patient, and he is patient too.",patient-impatient,y,pp,n,fm,2.265228271,2.376571655,90.31513977,29.42290688
"She is impatient, and he is impatient too.",patient-impatient,y,mm,n,fm,2.55355835,1.928844452,101.4039001,30.80550003
"She is patient, and he is impatient too.",patient-impatient,y,pm,n,fm,23.53354263,22.02968216,96.51899719,37.3580513
"She is impatient, and he is patient too.",patient-impatient,y,mp,n,fm,15.77717209,17.64986038,96.06016541,35.52949905
"She is not patient, and he is patient too.",patient-impatient,y,pp,y,fm,19.45610809,12.81762505,89.64903259,36.72406006
"She is not impatient, and he is impatient too.",patient-impatient,y,mm,y,fm,20.08916473,15.45303631,92.59809875,40.15953064
"She is not patient, and he is impatient too.",patient-impatient,y,pm,y,fm,7.651165009,20.96227646,87.17536926,38.78845215
"She is not impatient, and he is patient too.",patient-impatient,y,mp,y,fm,13.7807045,23.87994432,95.22816467,40.16004181
"He is prudent, and she is prudent too.",prudent-imprudent,y,pp,n,mf,7.454414368,2.199656487,142.5811462,34.5047226
"He is imprudent, and she is imprudent too.",prudent-imprudent,y,mm,n,mf,1.993537903,2.461684227,152.65979,36.18405151
"He is prudent, and she is imprudent too.",prudent-imprudent,y,pm,n,mf,26.17557907,11.60271931,147.6824493,44.43243027
"He is imprudent, and she is prudent too.",prudent-imprudent,y,mp,n,mf,27.36576462,11.41104317,149.3757782,43.11355209
"He is not prudent, and she is prudent too.",prudent-imprudent,y,pp,y,mf,27.44577026,9.237300873,139.6693726,40.38462067
"He is not imprudent, and she is imprudent too.",prudent-imprudent,y,mm,y,mf,9.388774872,9.57865715,153.0068665,41.64776993
"He is not prudent, and she is imprudent too.",prudent-imprudent,y,pm,y,mf,22.40218735,17.32087994,144.2359161,46.80934906
"He is not imprudent, and she is prudent too.",prudent-imprudent,y,mp,y,mf,22.3218956,18.70265198,138.7152252,45.98575592
"She is prudent, and he is prudent too.",prudent-imprudent,y,pp,n,fm,8.730148315,2.394220352,159.2102966,34.63358307
"She is imprudent, and he is imprudent too.",prudent-imprudent,y,mm,n,fm,2.060188293,2.798892021,154.7997742,37.71613312
"She is prudent, and he is imprudent too.",prudent-imprudent,y,pm,n,fm,26.88570786,11.97764683,145.1721497,43.95935822
"She is imprudent, and he is prudent too.",prudent-imprudent,y,mp,n,fm,28.22815323,11.55621338,151.0753937,44.07452393
"She is not prudent, and he is prudent too.",prudent-imprudent,y,pp,y,fm,27.79439163,9.394908905,132.6659393,39.99802399
"She is not imprudent, and he is imprudent too.",prudent-imprudent,y,mm,y,fm,8.922096252,9.879198074,146.6121826,42.77771378
"She is not prudent, and he is imprudent too.",prudent-imprudent,y,pm,y,fm,23.08891678,18.40103912,139.5823364,45.95166779
"She is not imprudent, and he is prudent too.",prudent-imprudent,y,mp,y,fm,23.41721344,19.22200775,146.2139587,45.86278152
"He is qualified, and she is qualified too.",qualified-unqualified,y,pp,n,mf,2.576644897,5.586514473,101.4753265,32.61172485
"He is unqualified, and she is unqualified too.",qualified-unqualified,y,mm,n,mf,1.423233032,2.427668571,140.4221649,34.49261093
"He is qualified, and she is unqualified too.",qualified-unqualified,y,pm,n,mf,15.19976807,8.25239706,107.7241135,37.72015381
"He is unqualified, and she is qualified too.",qualified-unqualified,y,mp,n,mf,14.38158035,13.86279964,110.9486008,36.1315918
"He is not qualified, and she is qualified too.",qualified-unqualified,y,pp,y,mf,14.52952957,16.30844975,94.64739227,38.62702942
"He is not unqualified, and she is unqualified too.",qualified-unqualified,y,mm,y,mf,7.837776184,6.707175255,125.1353531,39.60734177
"He is not qualified, and she is unqualified too.",qualified-unqualified,y,pm,y,mf,3.352622986,7.253757,111.7327805,38.92912292
"He is not unqualified, and she is qualified too.",qualified-unqualified,y,mp,y,mf,7.100330353,13.68989372,109.7215118,40.24009323
"She is qualified, and he is qualified too.",qualified-unqualified,y,pp,n,fm,3.003204346,4.825186729,107.1815948,32.5655365
"She is unqualified, and he is unqualified too.",qualified-unqualified,y,mm,n,fm,1.544265747,2.3962183,138.7042694,34.38189697
"She is qualified, and he is unqualified too.",qualified-unqualified,y,pm,n,fm,15.91379929,8.988379955,112.184906,37.2641983
"She is unqualified, and he is qualified too.",qualified-unqualified,y,mp,n,fm,15.71062469,13.8836441,112.7483749,36.68914032
"She is not qualified, and he is qualified too.",qualified-unqualified,y,pp,y,fm,15.39661789,15.59089184,88.10115814,37.88690567
"She is not unqualified, and he is unqualified too.",qualified-unqualified,y,mm,y,fm,7.014190674,6.858308792,116.1261139,40.04021454
"She is not qualified, and he is unqualified too.",qualified-unqualified,y,pm,y,fm,4.146175385,7.282831669,108.4372864,38.77876282
"She is not unqualified, and he is qualified too.",qualified-unqualified,y,mp,y,fm,9.028209686,14.48979235,108.3825684,41.03874969
"He is skilled, and she is skilled too.",skilled-unskilled,y,pp,n,mf,4.709514618,2.719058037,101.6014862,33.01745224
"He is unskilled, and she is unskilled too.",skilled-unskilled,y,mm,n,mf,1.185546875,1.82604599,170.26828,34.68928528
"He is skilled, and she is unskilled too.",skilled-unskilled,y,pm,n,mf,15.65257645,8.559714317,129.2967834,40.40348434
"He is unskilled, and she is skilled too.",skilled-unskilled,y,mp,n,mf,18.12299728,10.79657173,118.4847717,35.51139832
"He is not skilled, and she is skilled too.",skilled-unskilled,y,pp,y,mf,23.77457428,18.96772957,94.61716461,38.00070572
"He is not unskilled, and she is unskilled too.",skilled-unskilled,y,mm,y,mf,8.271137238,5.787919998,158.3269196,40.3926239
"He is not skilled, and she is unskilled too.",skilled-unskilled,y,pm,y,mf,9.57699585,15.49583626,130.4986877,41.74869919
"He is not unskilled, and she is skilled too.",skilled-unskilled,y,mp,y,mf,15.74509811,17.17683315,121.3007202,39.08547592
"She is skilled, and he is skilled too.",skilled-unskilled,y,pp,n,fm,4.96478653,2.890475273,98.09068298,32.3967514
"She is unskilled, and he is unskilled too.",skilled-unskilled,y,mm,n,fm,1.328216553,1.902311325,160.7051392,35.00123215
"She is skilled, and he is unskilled too.",skilled-unskilled,y,pm,n,fm,17.65376663,10.23209858,125.9343033,39.62751007
"She is unskilled, and he is skilled too.",skilled-unskilled,y,mp,n,fm,19.6378212,10.03607273,124.5111313,35.16650391
"She is not skilled, and he is skilled too.",skilled-unskilled,y,pp,y,fm,23.9440155,18.52535534,92.33191681,36.57203293
"She is not unskilled, and he is unskilled too.",skilled-unskilled,y,mm,y,fm,7.856372833,5.794549942,151.34375,41.26545715
"She is not skilled, and he is unskilled too.",skilled-unskilled,y,pm,y,fm,11.75601959,16.15287495,131.4683685,41.08189392
"She is not unskilled, and he is skilled too.",skilled-unskilled,y,mp,y,fm,16.25194168,16.44719648,125.7117081,39.65345001
"He is quiet, and she is quiet too.",quiet-loud,n,pp,n,mf,1.541030884,2.971209526,84.18800354,29.41684341
"He is loud, and she is loud too.",quiet-loud,n,mm,n,mf,2.476959229,2.430610657,79.7306366,30.69478226
"He is quiet, and she is loud too.",quiet-loud,n,pm,n,mf,28.46770859,15.76998138,89.86946106,35.30374146
"He is loud, and she is quiet too.",quiet-loud,n,mp,n,mf,28.57282257,14.55774689,95.08406067,32.72642899
"He is not quiet, and she is quiet too.",quiet-loud,n,pp,y,mf,18.42152023,10.96842289,84.17950439,33.69338989
"He is not loud, and she is loud too.",quiet-loud,n,mm,y,mf,18.71504593,11.69789982,86.34413147,38.52475739
"He is not quiet, and she is loud too.",quiet-loud,n,pm,y,mf,22.91483307,16.68326569,82.54308319,38.27991867
"He is not loud, and she is quiet too.",quiet-loud,n,mp,y,mf,19.00683212,12.85073471,90.24646759,37.08350372
"She is quiet, and he is quiet too.",quiet-loud,n,pp,n,fm,1.579704285,3.199884415,85.87799072,29.87524796
"She is loud, and he is loud too.",quiet-loud,n,mm,n,fm,2.709854126,2.56188488,83.15081787,30.83536339
"She is quiet, and he is loud too.",quiet-loud,n,pm,n,fm,29.70714188,14.59432793,86.2546463,33.89855957
"She is loud, and he is quiet too.",quiet-loud,n,mp,n,fm,29.82584,15.51960087,87.96540833,32.35254669
"She is not quiet, and he is quiet too.",quiet-loud,n,pp,y,fm,18.6799469,11.01264286,84.50999451,34.77313232
"She is not loud, and he is loud too.",quiet-loud,n,mm,y,fm,19.25625229,11.68709469,88.05757141,38.45853424
"She is not quiet, and he is loud too.",quiet-loud,n,pm,y,fm,24.32861328,15.46199703,81.60786438,38.89027023
"She is not loud, and he is quiet too.",quiet-loud,n,mp,y,fm,19.32605362,13.69292831,83.15666199,37.83238983
"He is sane, and she is sane too.",sane-crazy,n,pp,n,mf,2.547874451,2.499217033,122.9155121,32.93998718
"He is crazy, and she is crazy too.",sane-crazy,n,mm,n,mf,1.892971039,2.274072647,93.59793091,27.8815136
"He is sane, and she is crazy too.",sane-crazy,n,pm,n,mf,30.00834274,13.14813137,110.5536346,36.39154816
"He is crazy, and she is sane too.",sane-crazy,n,mp,n,mf,27.21281433,9.142532349,107.7459564,35.22526169
"He is not sane, and she is sane too.",sane-crazy,n,pp,y,mf,19.56327438,6.148794174,141.8421021,38.81713104
"He is not crazy, and she is crazy too.",sane-crazy,n,mm,y,mf,11.46292114,10.18623257,85.30020905,34.13241959
"He is not sane, and she is crazy too.",sane-crazy,n,pm,y,mf,15.68838882,15.80394745,117.0949326,40.28681564
"He is not crazy, and she is sane too.",sane-crazy,n,mp,y,mf,17.5242157,14.52842045,108.3903656,37.2721405
"She is sane, and he is sane too.",sane-crazy,n,pp,n,fm,2.838363647,2.583599091,139.013504,33.49208069
"She is crazy, and he is crazy too.",sane-crazy,n,mm,n,fm,2.259231567,2.411783218,88.87045288,28.48590088
"She is sane, and he is crazy too.",sane-crazy,n,pm,n,fm,31.51697922,14.78500175,108.9403915,36.15797806
"She is crazy, and he is sane too.",sane-crazy,n,mp,n,fm,28.19657516,9.835333824,112.2378082,35.87523651
"She is not sane, and he is sane too.",sane-crazy,n,pp,y,fm,20.44672775,6.317549706,139.1024475,39.01441956
"She is not crazy, and he is crazy too.",sane-crazy,n,mm,y,fm,12.28722,9.651026726,84.75942993,34.33623505
"She is not sane, and he is crazy too.",sane-crazy,n,pm,y,fm,16.42445374,16.81982803,109.7138672,40.16147614
"She is not crazy, and he is sane too.",sane-crazy,n,mp,y,fm,18.19710541,13.90856457,114.4567871,38.1503334
"He is sane, and she is sane too.",sane-insane,y,pp,n,mf,2.547874451,2.499217033,122.9155121,32.93998718
"He is insane, and she is insane too.",sane-insane,y,mm,n,mf,3.257316589,3.018000603,94.21437073,30.39812279
"He is sane, and she is insane too.",sane-insane,y,pm,n,mf,23.87522888,12.15723515,116.2236328,36.96108627
"He is insane, and she is sane too.",sane-insane,y,mp,n,mf,20.08987427,8.597633362,113.66819,35.59712219
"He is not sane, and she is sane too.",sane-insane,y,pp,y,mf,19.56327438,6.148794174,141.8421021,38.81713104
"He is not insane, and she is insane too.",sane-insane,y,mm,y,mf,13.20362091,13.39992142,90.63504791,37.87847519
"He is not sane, and she is insane too.",sane-insane,y,pm,y,mf,13.0557518,14.59293556,120.839447,40.38151169
"He is not insane, and she is sane too.",sane-insane,y,mp,y,mf,14.80859756,14.64912319,118.6525269,38.54899597
"She is sane, and he is sane too.",sane-insane,y,pp,n,fm,2.838363647,2.583599091,139.013504,33.49208069
"She is insane, and he is insane too.",sane-insane,y,mm,n,fm,3.924251556,3.312086105,94.48218536,30.90384293
"She is sane, and he is insane too.",sane-insane,y,pm,n,fm,25.31772232,12.93396664,113.5887527,36.41642761
"She is insane, and he is sane too.",sane-insane,y,mp,n,fm,21.75725937,9.696702957,122.1352921,35.98394775
"She is not sane, and he is sane too.",sane-insane,y,pp,y,fm,20.44672775,6.317549706,139.1024475,39.01441956
"She is not insane, and he is insane too.",sane-insane,y,mm,y,fm,13.38356781,13.23704338,88.498703,37.91594696
"She is not sane, and he is insane too.",sane-insane,y,pm,y,fm,14.44098663,14.90497303,116.5159454,39.96132278
"She is not insane, and he is sane too.",sane-insane,y,mp,y,fm,16.27078247,15.01448011,128.0041351,39.54434967
"He is altruistic, and she is altruistic too.",altruistic-selfish,n,pp,n,mf,1.506790161,2.01336956,165.6808777,40.8241272
"He is selfish, and she is selfish too.",altruistic-selfish,n,mm,n,mf,3.011695862,2.385741234,96.51211548,33.24435043
"He is altruistic, and she is selfish too.",altruistic-selfish,n,pm,n,mf,32.85235214,13.97395802,121.4411469,41.64547729
"He is selfish, and she is altruistic too.",altruistic-selfish,n,mp,n,mf,23.50961685,12.57841492,126.0986633,42.05713654
"He is not altruistic, and she is altruistic too.",altruistic-selfish,n,pp,y,mf,14.25065994,8.805256844,179.2156677,44.69009399
"He is not selfish, and she is selfish too.",altruistic-selfish,n,mm,y,mf,16.38480377,10.88890171,96.35700989,38.1641922
"He is not altruistic, and she is selfish too.",altruistic-selfish,n,pm,y,mf,19.75801086,24.59739923,119.5111237,42.71164703
"He is not selfish, and she is altruistic too.",altruistic-selfish,n,mp,y,mf,15.83713913,21.54575253,127.5449371,43.48368835
"She is altruistic, and he is altruistic too.",altruistic-selfish,n,pp,n,fm,1.610557556,2.339666367,148.5968781,40.07814789
"She is selfish, and he is selfish too.",altruistic-selfish,n,mm,n,fm,3.293182373,2.666561127,95.2532959,33.08582687
"She is altruistic, and he is selfish too.",altruistic-selfish,n,pm,n,fm,34.33103943,15.28299809,117.2052231,41.07947159
"She is selfish, and he is altruistic too.",altruistic-selfish,n,mp,n,fm,25.19013214,15.70631599,129.3761902,42.44978333
"She is not altruistic, and he is altruistic too.",altruistic-selfish,n,pp,y,fm,14.40849304,9.261053085,165.0392914,44.47758484
"She is not selfish, and he is selfish too.",altruistic-selfish,n,mm,y,fm,17.93519211,10.3164587,95.60354614,38.77239609
"She is not altruistic, and he is selfish too.",altruistic-selfish,n,pm,y,fm,21.36192322,24.73439121,115.8698273,43.1119194
"She is not selfish, and he is altruistic too.",altruistic-selfish,n,mp,y,fm,17.30716705,22.37219191,132.2472534,45.16611099
"He is well, and she is well too.",well-sick,n,pp,n,mf,3.921253204,4.804701805,83.05471039,30.21902466
"He is sick, and she is sick too.",well-sick,n,mm,n,mf,1.930206299,2.883235931,81.77534485,28.95983315
"He is well, and she is sick too.",well-sick,n,pm,n,mf,26.3902092,22.05117035,80.8099823,34.43899536
"He is sick, and she is well too.",well-sick,n,mp,n,mf,23.00732422,22.64030457,89.63554382,35.97651291
"He is not well, and she is well too.",well-sick,n,pp,y,mf,23.68651962,13.71601963,78.73429108,34.18244171
"He is not sick, and she is sick too.",well-sick,n,mm,y,mf,21.69584274,16.7544651,81.98730469,36.68462372
"He is not well, and she is sick too.",well-sick,n,pm,y,mf,6.07781601,11.03794861,86.53495789,32.55950928
"He is not sick, and she is well too.",well-sick,n,mp,y,mf,13.46537399,20.44501686,90.48894501,39.84075546
"She is well, and he is well too.",well-sick,n,pp,n,fm,4.101394653,4.486375809,82.04317474,29.44324493
"She is sick, and he is sick too.",well-sick,n,mm,n,fm,2.149780273,2.881030083,87.94998169,27.87267685
"She is well, and he is sick too.",well-sick,n,pm,n,fm,27.96429443,21.8412056,86.43341827,33.29325104
"She is sick, and he is well too.",well-sick,n,mp,n,fm,23.05547714,22.11809731,95.16359711,35.18572235
"She is not well, and he is well too.",well-sick,n,pp,y,fm,22.90903854,12.59211254,79.99653625,33.6309967
"She is not sick, and he is sick too.",well-sick,n,mm,y,fm,22.84542084,15.92551327,76.84234619,35.26563644
"She is not well, and he is sick too.",well-sick,n,pm,y,fm,6.27910614,10.17774391,85.02936554,31.7965889
"She is not sick, and he is well too.",well-sick,n,mp,y,fm,14.69263077,20.32556534,90.00325775,38.8432312
"He is well, and she is well too.",well-ill,n,pp,n,mf,3.921253204,4.804701805,83.05471039,30.21902466
"He is ill, and she is ill too.",well-ill,n,mm,n,mf,2.238941193,3.704774857,93.77342224,30.61581039
"He is well, and she is ill too.",well-ill,n,pm,n,mf,24.38322067,18.94475555,88.1942749,34.6992836
"He is ill, and she is well too.",well-ill,n,mp,n,mf,20.46397781,19.24093342,88.64037323,36.52841568
"He is not well, and she is well too.",well-ill,n,pp,y,mf,23.68651962,13.71601963,78.73429108,34.18244171
"He is not ill, and she is ill too.",well-ill,n,mm,y,mf,24.8209877,19.97534943,81.02618408,36.31447601
"He is not well, and she is ill too.",well-ill,n,pm,y,mf,6.025039673,7.805938721,87.03050995,33.22813034
"He is not ill, and she is well too.",well-ill,n,mp,y,mf,9.260700226,16.26546097,87.19522095,38.27761078
"She is well, and he is well too.",well-ill,n,pp,n,fm,4.101394653,4.486375809,82.04317474,29.44324493
"She is ill, and he is ill too.",well-ill,n,mm,n,fm,2.474819183,3.406315804,91.3356781,30.2882576
"She is well, and he is ill too.",well-ill,n,pm,n,fm,25.50032425,19.13876152,86.57157898,33.84593964
"She is ill, and he is well too.",well-ill,n,mp,n,fm,19.93722153,18.61052227,87.81156921,35.72928619
"She is not well, and he is well too.",well-ill,n,pp,y,fm,22.90903854,12.59211254,79.99653625,33.6309967
"She is not ill, and he is ill too.",well-ill,n,mm,y,fm,25.46930313,19.05229568,81.08389282,36.59830093
"She is not well, and he is ill too.",well-ill,n,pm,y,fm,6.456138611,7.319020271,88.655159,33.038517
"She is not ill, and he is well too.",well-ill,n,mp,y,fm,10.24174881,15.49132252,91.52110291,38.13961411
"He is well, and she is well too.",well-unwell,y,pp,n,mf,3.921253204,4.804701805,83.05471039,30.21902466
"He is unwell, and she is unwell too.",well-unwell,y,mm,n,mf,1.52155304,2.59660244,128.8762817,33.72593689
"He is well, and she is unwell too.",well-unwell,y,pm,n,mf,15.09081268,9.461866379,103.5527039,36.22926331
"He is unwell, and she is well too.",well-unwell,y,mp,n,mf,13.9810524,12.87075138,102.5446396,38.35653687
"He is not well, and she is well too.",well-unwell,y,pp,y,mf,23.68651962,13.71601963,78.73429108,34.18244171
"He is not unwell, and she is unwell too.",well-unwell,y,mm,y,mf,12.35150528,7.544512749,128.6307373,38.14213562
"He is not well, and she is unwell too.",well-unwell,y,pm,y,mf,2.600261688,4.567018509,104.0191574,34.62125397
"He is not unwell, and she is well too.",well-unwell,y,mp,y,mf,12.47073364,12.39526272,94.26541901,39.50020981
"She is well, and he is well too.",well-unwell,y,pp,n,fm,4.101394653,4.486375809,82.04317474,29.44324493
"She is unwell, and he is unwell too.",well-unwell,y,mm,n,fm,1.739944458,2.504565239,124.5867691,33.49472046
"She is well, and he is unwell too.",well-unwell,y,pm,n,fm,15.25724792,9.976051331,102.4392929,35.05596542
"She is unwell, and he is well too.",well-unwell,y,mp,n,fm,13.90332794,12.06643581,105.7644348,38.37223816
"She is not well, and he is well too.",well-unwell,y,pp,y,fm,22.90903854,12.59211254,79.99653625,33.6309967
"She is not unwell, and he is unwell too.",well-unwell,y,mm,y,fm,11.88760376,7.187161446,120.3078003,39.11069489
"She is not well, and he is unwell too.",well-unwell,y,pm,y,fm,2.645248413,4.450791359,105.6059875,34.15237427
"She is not unwell, and he is well too.",well-unwell,y,mp,y,fm,13.91160583,11.82793331,101.6865082,40.0471344
"He is healthy, and she is healthy too.",healthy-ill,n,pp,n,mf,2.683174133,2.901651382,94.90552521,30.73666954
"He is ill, and she is ill too.",healthy-ill,n,mm,n,mf,2.238941193,3.704774857,93.77342224,30.61581039
"He is healthy, and she is ill too.",healthy-ill,n,pm,n,mf,30.83192444,24.75083637,99.47770691,37.82458878
"He is ill, and she is healthy too.",healthy-ill,n,mp,n,mf,28.54350281,21.80596256,89.23748016,38.52799988
"He is not healthy, and she is healthy too.",healthy-ill,n,pp,y,mf,24.55371475,17.37774277,85.11953735,38.13191605
"He is not ill, and she is ill too.",healthy-ill,n,mm,y,mf,24.8209877,19.97534943,81.02618408,36.31447601
"He is not healthy, and she is ill too.",healthy-ill,n,pm,y,mf,13.76708221,16.96719551,91.89346313,38.38162994
"He is not ill, and she is healthy too.",healthy-ill,n,mp,y,mf,12.0385437,15.51421547,95.88821411,37.8015213
"She is healthy, and he is healthy too.",healthy-ill,n,pp,n,fm,2.868133545,2.836274147,85.45320129,28.90661621
"She is ill, and he is ill too.",healthy-ill,n,mm,n,fm,2.474819183,3.406315804,91.3356781,30.2882576
"She is healthy, and he is ill too.",healthy-ill,n,pm,n,fm,33.2013588,24.45540237,94.70967102,34.67383957
"She is ill, and he is healthy too.",healthy-ill,n,mp,n,fm,28.00836563,21.54713631,99.04338837,38.00475693
"She is not healthy, and he is healthy too.",healthy-ill,n,pp,y,fm,23.92045975,16.93186426,86.8855896,36.49692917
"She is not ill, and he is ill too.",healthy-ill,n,mm,y,fm,25.46930313,19.05229568,81.08389282,36.59830093
"She is not healthy, and he is ill too.",healthy-ill,n,pm,y,fm,15.27751541,16.27798033,91.71862793,36.86558151
"She is not ill, and he is healthy too.",healthy-ill,n,mp,y,fm,13.08032608,15.84718037,91.36547852,38.45510864
"He is healthy, and she is healthy too.",healthy-sick,n,pp,n,mf,2.683174133,2.901651382,94.90552521,30.73666954
