sentence,adjectives,transparency,polarity,negation,gender,gpt2_large_surprisal,xlnet_large_cased_surprisal,bert_large_cased_surprisal,roberta_large_surprisal
He is not patient means that he is impatient.,patient-impatient,y,pm,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-9.827946662902832;-11.484099388122559;-1.3922481536865234;-0.4899263381958008;-1.4802742004394531;-2.902998924255371;-1.3607540130615234,0.0;-4.4417572021484375;-1.7109642028808594;-7.914100646972656;-7.786115646362305;-7.2397613525390625;-9.11644172668457;-7.624752044677734;-7.964908599853516;-5.050948143005371,-0.45989418029785156;-0.05216503143310547;-3.2029571533203125;-6.372379302978516;-7.977147102355957;-0.3290109634399414;-0.015869140625;-0.08077621459960938;-4.269268035888672;-0.11155891418457031,-1.0037841796875;-0.22814178466796875;-0.8723106384277344;-5.117698669433594;-9.00372314453125;-0.2127838134765625;-0.0307159423828125;-0.0378875732421875;-2.7452926635742188;-0.0917816162109375
He is not impatient means that he is patient.,patient-impatient,y,mp,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-11.737776756286621;-12.627382278442383;-1.5422029495239258;-0.5801057815551758;-1.1279640197753906;-4.7045440673828125;-1.21087646484375,0.0;-1.9293861389160156;-5.816158294677734;-10.43634033203125;-9.478435516357422;-3.3384780883789062;-6.18389892578125;-5.855609893798828;-10.171192169189453;-6.259416580200195,-0.27580833435058594;-0.02795696258544922;-3.4655303955078125;-4.896039962768555;-7.604081630706787;-0.29764747619628906;-0.014632225036621094;-0.023141860961914062;-3.112441062927246;-0.10666275024414062,-0.6685638427734375;-0.33379364013671875;-0.9911766052246094;-3.551055908203125;-7.5099334716796875;-0.13962554931640625;-0.02927398681640625;-0.032562255859375;-2.1566429138183594;-0.08562469482421875
She is patient means that she is patient.,patient-impatient,y,pp,n,fm,0.0;-3.225691318511963;-9.069260597229004;-12.527336120605469;-1.5277938842773438;-0.4770212173461914;-1.622471809387207;-1.7909908294677734;-2.154010772705078,0.0;-3.146188735961914;-8.982382774353027;-9.128103256225586;-3.6637401580810547;-5.917766571044922;-5.633266448974609;-8.578128814697266;-4.405046463012695,-0.5276937484741211;-0.7997035980224609;-3.493884563446045;-6.646023750305176;-0.2268199920654297;-0.7185573577880859;-0.061379432678222656;-2.002223014831543;-0.10733604431152344,-0.35045623779296875;-0.657989501953125;-3.3866920471191406;-9.174949645996094;-0.09090423583984375;-0.3148956298828125;-0.1211090087890625;-2.729907989501953;-0.12181854248046875
She is impatient means that she is impatient.,patient-impatient,y,mm,n,fm,0.0;-3.225691318511963;-10.222939491271973;-12.849139213562012;-1.427408218383789;-0.6574621200561523;-1.7612533569335938;-2.447195053100586;-2.3752050399780273,0.0;-4.872580528259277;-9.330617904663086;-9.604947090148926;-4.012866973876953;-7.897705078125;-4.322559356689453;-11.383975982666016;-4.769062042236328,-0.6120462417602539;-0.9935207366943359;-1.7272682189941406;-6.320575714111328;-0.4191408157348633;-1.0932798385620117;-0.06701087951660156;-1.7690744400024414;-0.09217262268066406,-0.4680023193359375;-0.686981201171875;-1.4696083068847656;-9.23507308959961;-0.07189178466796875;-0.33099365234375;-0.08725738525390625;-1.8763084411621094;-0.10848236083984375
She is patient means that she is impatient.,patient-impatient,y,pm,n,fm,0.0;-3.225691318511963;-9.069260597229004;-12.527336120605469;-1.5277938842773438;-0.4770212173461914;-1.622471809387207;-7.7611870765686035;-1.6327276229858398,0.0;-5.721724510192871;-4.872922897338867;-9.282651901245117;-5.7950592041015625;-9.163351058959961;-5.079496383666992;-10.856796264648438;-5.857278823852539,-0.5117855072021484;-2.2278146743774414;-6.441948890686035;-7.6825947761535645;-0.1936664581298828;-0.039783477783203125;-0.021409988403320312;-7.835077285766602;-0.08630561828613281,-0.4446868896484375;-0.7546043395996094;-6.2586669921875;-10.488262176513672;-0.0853729248046875;-0.18231964111328125;-0.06934356689453125;-6.4457855224609375;-0.08913421630859375
She is impatient means that she is patient.,patient-impatient,y,mp,n,fm,0.0;-3.225691318511963;-10.222939491271973;-12.849139213562012;-1.427408218383789;-0.6574621200561523;-1.7612533569335938;-6.163496971130371;-1.5212650299072266,0.0;-4.238616943359375;-7.495535850524902;-10.716793060302734;-3.9036636352539062;-7.479154586791992;-4.915081024169922;-7.406063079833984;-3.4282875061035156,-0.6055097579956055;-3.470025062561035;-6.973614692687988;-8.943866729736328;-0.19557476043701172;-0.08072566986083984;-0.0190887451171875;-5.589408874511719;-0.09070014953613281,-0.2985076904296875;-0.9895172119140625;-7.045261383056641;-8.815494537353516;-0.0381011962890625;-0.15053558349609375;-0.1142578125;-7.034046173095703;-0.07202911376953125
She is not patient means that she is patient.,patient-impatient,y,pp,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-9.71498966217041;-11.654378890991211;-1.3217048645019531;-0.40924739837646484;-1.3236236572265625;-3.970775604248047;-2.8172731399536133,0.0;-3.7859764099121094;-4.032470703125;-8.083646774291992;-8.56820297241211;-6.596504211425781;-8.032011985778809;-5.068500518798828;-8.521408081054688;-5.523998260498047,-0.9145050048828125;-0.08251953125;-2.434673309326172;-3.010758399963379;-7.753771781921387;-0.3273906707763672;-0.4445381164550781;-0.09372234344482422;-2.727832794189453;-0.12246894836425781,-0.336517333984375;-0.2608184814453125;-1.931396484375;-2.219432830810547;-9.417972564697266;-0.05626678466796875;-0.2721710205078125;-0.09473419189453125;-6.1165008544921875;-0.15789794921875
She is not impatient means that she is impatient.,patient-impatient,y,mm,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-12.072835922241211;-12.592617988586426;-1.4814491271972656;-0.5411090850830078;-1.3115425109863281;-6.3691277503967285;-2.046628952026367,0.0;-2.7744140625;-4.1558685302734375;-11.871204376220703;-10.100360870361328;-3.7360877990722656;-7.083522796630859;-2.917308807373047;-12.703723907470703;-5.125036239624023,-0.786808967590332;-0.06922245025634766;-1.8634977340698242;-2.589655876159668;-7.637114524841309;-0.5255327224731445;-0.6292657852172852;-0.08874225616455078;-3.8676834106445312;-0.13515090942382812,-0.39508056640625;-0.4949798583984375;-1.7413825988769531;-2.126911163330078;-8.087818145751953;-0.10788726806640625;-0.18951416015625;-0.05342864990234375;-2.0597457885742188;-0.1056365966796875
She is not patient means that she is impatient.,patient-impatient,y,pm,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-9.71498966217041;-11.654378890991211;-1.3217048645019531;-0.40924739837646484;-1.3236236572265625;-2.948902130126953;-1.3413619995117188,0.0;-3.2321548461914062;-1.5495452880859375;-5.207275390625;-9.55577278137207;-6.2200164794921875;-10.073614120483398;-4.298381805419922;-6.436651229858398;-4.841005325317383,-0.4431428909301758;-0.06042194366455078;-3.4695892333984375;-6.896431922912598;-8.691767692565918;-0.36650562286376953;-0.026955604553222656;-0.08651924133300781;-4.239068031311035;-0.09901618957519531,-0.2820892333984375;-0.17647552490234375;-1.0382881164550781;-4.742038726806641;-8.987152099609375;-0.13623809814453125;-0.0468292236328125;-0.033905029296875;-2.9978675842285156;-0.086944580078125
She is not impatient means that she is patient.,patient-impatient,y,mp,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-12.072835922241211;-12.592617988586426;-1.4814491271972656;-0.5411090850830078;-1.3115425109863281;-4.332057952880859;-1.3136653900146484,0.0;-1.531005859375;-4.138988494873047;-10.807636260986328;-8.81088638305664;-3.6291656494140625;-6.9269256591796875;-3.9520111083984375;-10.405780792236328;-7.00959587097168,-0.24874210357666016;-0.032306671142578125;-3.7702407836914062;-4.927584648132324;-8.058798789978027;-0.34257984161376953;-0.019873619079589844;-0.0254058837890625;-3.27294921875;-0.08886528015136719,-0.20337677001953125;-0.20531463623046875;-0.6981048583984375;-3.670501708984375;-7.483100891113281;-0.0763092041015625;-0.02408599853515625;-0.0262451171875;-1.9655075073242188;-0.07513427734375
He is prudent means that he is prudent.,prudent-imprudent,y,pp,n,mf,0.0;-3.1556758880615234;-12.027666091918945;-11.842907905578613;-2.6227989196777344;-0.7786970138549805;-1.5100574493408203;-3.0301904678344727;-1.739583969116211,0.0;-3.4539413452148438;-42.810733795166016;-13.083702087402344;-3.4357948303222656;-4.568111419677734;-4.567878723144531;-45.022300720214844;-3.8396453857421875,-0.9213275909423828;-0.8037328720092773;-0.5612907409667969;-4.7390031814575195;-0.10662364959716797;-0.24886131286621094;-0.05024147033691406;-0.3818378448486328;-0.17303085327148438,-0.6994476318359375;-2.2182273864746094;-3.4212379455566406;-8.49459457397461;-0.1927490234375;-0.2256011962890625;-0.17598724365234375;-2.2519607543945312;-0.1584014892578125
He is imprudent means that he is imprudent.,prudent-imprudent,y,mm,n,mf,0.0;-3.1556758880615234;-14.144805908203125;-12.784734725952148;-1.7193775177001953;-0.5655355453491211;-1.275010108947754;-3.2684926986694336;-1.865870475769043,0.0;-3.5680389404296875;-41.959075927734375;-12.080520629882812;-2.39300537109375;-4.374748229980469;-4.907642364501953;-44.407772064208984;-3.9944076538085938,-0.9157648086547852;-0.5940151214599609;-1.244349479675293;-5.779499053955078;-0.06718921661376953;-0.3031129837036133;-0.07695674896240234;-0.35508155822753906;-0.2083740234375,-1.0822563171386719;-1.5949859619140625;-0.00588226318359375;-8.391181945800781;-0.0477294921875;-0.277984619140625;-0.22074127197265625;-0.000652313232421875;-0.23699188232421875
He is prudent means that he is imprudent.,prudent-imprudent,y,pm,n,mf,0.0;-3.1556758880615234;-12.027666091918945;-11.842907905578613;-2.6227989196777344;-0.7786970138549805;-1.5100574493408203;-10.072895050048828;-1.3089752197265625,0.0;-3.8294105529785156;-41.1090202331543;-12.943077087402344;-2.7905807495117188;-3.4823570251464844;-4.8516845703125;-44.463050842285156;-3.8222732543945312,-0.7580966949462891;-1.059762954711914;-0.5982446670532227;-6.567633152008057;-0.07449817657470703;-0.1605243682861328;-0.03316688537597656;-1.4226341247558594;-0.186279296875,-2.9147872924804688;-1.8865776062011719;-5.139732360839844;-8.823936462402344;-0.1836395263671875;-0.0339813232421875;-0.03372955322265625;-0.000942230224609375;-0.16274261474609375
He is imprudent means that he is prudent.,prudent-imprudent,y,mp,n,mf,0.0;-3.1556758880615234;-14.144805908203125;-12.784734725952148;-1.719376564025879;-0.5655345916748047;-1.2750091552734375;-8.240370750427246;-1.4924087524414062,0.0;-3.528278350830078;-40.420135498046875;-10.202774047851562;-2.891704559326172;-3.67315673828125;-4.827739715576172;-44.18073654174805;-5.4170684814453125,-0.7856311798095703;-1.2878656387329102;-3.233722686767578;-6.899750709533691;-0.0746917724609375;-0.1844778060913086;-0.052924156188964844;-1.4667844772338867;-0.2044658660888672,-1.4064559936523438;-1.4972152709960938;-0.01332855224609375;-8.561759948730469;-0.39739990234375;-0.082427978515625;-0.07895660400390625;-7.516845703125;-0.15316009521484375
He is not prudent means that he is prudent.,prudent-imprudent,y,pp,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-11.680732727050781;-11.329312324523926;-3.543971538543701;-1.307173728942871;-1.4473228454589844;-4.31117057800293;-1.694467544555664,0.0;-6.5973663330078125;-5.257118225097656;-33.82843780517578;-12.078666687011719;-3.4147796630859375;-1.954000473022461;-5.1224365234375;-38.08296203613281;-3.2322158813476562,-1.5566301345825195;-0.05599498748779297;-2.522763252258301;-0.43675994873046875;-6.86086368560791;-0.19489002227783203;-0.3909730911254883;-0.06116962432861328;-0.6967859268188477;-0.1751689910888672,-1.5295562744140625;-0.59344482421875;-1.184417724609375;-5.367103576660156;-9.488231658935547;-1.2742042541503906;-0.09224700927734375;-0.0931396484375;-3.872783660888672;-0.165008544921875
He is not imprudent means that he is imprudent.,prudent-imprudent,y,mm,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-13.63891887664795;-12.643413543701172;-2.293156623840332;-1.3269119262695312;-1.8530664443969727;-4.133938789367676;-1.4796934127807617,0.0;-6.588640213012695;-3.2341670989990234;-37.02206611633301;-8.707080841064453;-5.048181533813477;-5.6042585372924805;-4.652374267578125;-37.068787574768066;-4.578210830688477,-1.0515499114990234;-0.036533355712890625;-1.6766252517700195;-0.9119777679443359;-6.652076244354248;-0.12306785583496094;-0.11921882629394531;-0.05509185791015625;-0.2301483154296875;-0.18677520751953125,-1.2720947265625;-0.7483978271484375;-2.2326698303222656;-0.00249481201171875;-8.650360107421875;-0.10659027099609375;-0.1640625;-0.11812591552734375;-0.001598358154296875;-0.1472015380859375
He is not prudent means that he is imprudent.,prudent-imprudent,y,pm,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-11.680732727050781;-11.32931137084961;-3.543976306915283;-1.3071765899658203;-1.4473257064819336;-7.121313571929932;-1.2581806182861328,0.0;-7.01085090637207;-3.760335922241211;-35.821292877197266;-12.626094818115234;-4.046489715576172;-5.680541038513184;-6.295404434204102;-35.84533405303955;-4.560020446777344,-0.9925622940063477;-0.035919189453125;-1.813706398010254;-0.6614093780517578;-7.687669277191162;-0.18340206146240234;-0.05858135223388672;-0.030218124389648438;-0.8952255249023438;-0.162933349609375,-2.9064559936523438;-0.18885040283203125;-0.5750045776367188;-4.514686584472656;-7.832798004150391;-2.6435623168945312;-0.00893402099609375;-0.0261993408203125;-0.000682830810546875;-0.12860870361328125
He is not imprudent means that he is prudent.,prudent-imprudent,y,mp,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-13.63891887664795;-12.643411636352539;-2.293159008026123;-1.3269128799438477;-1.853067398071289;-6.8721208572387695;-1.4308223724365234,0.0;-6.389837265014648;-2.4749057292938232;-34.93898868560791;-8.39255142211914;-5.241155624389648;-5.204346656799316;-5.304775238037109;-30.701714515686035;-5.2283616065979,-0.9583597183227539;-0.040836334228515625;-1.7691383361816406;-3.0572290420532227;-7.394296646118164;-0.1875772476196289;-0.0801248550415039;-0.03373908996582031;-1.7583122253417969;-0.18867111206054688,-1.5258102416992188;-0.217254638671875;-0.17552947998046875;-0.008636474609375;-8.319026947021484;-3.5193519592285156;-0.02104949951171875;-0.04640960693359375;-4.180858612060547;-0.11304473876953125
She is prudent means that she is prudent.,prudent-imprudent,y,pp,n,fm,0.0;-3.225691318511963;-12.356229782104492;-12.024492263793945;-1.8528757095336914;-0.44649219512939453;-1.4739789962768555;-3.605653762817383;-2.04532527923584,0.0;-4.655780792236328;-41.99590301513672;-12.288253784179688;-4.042827606201172;-4.006916046142578;-4.9489898681640625;-44.762508392333984;-4.6675567626953125,-1.0629091262817383;-1.072443962097168;-0.9952907562255859;-5.960922718048096;-0.17255020141601562;-0.4533872604370117;-0.05680370330810547;-0.3248882293701172;-0.1840057373046875,-0.6102981567382812;-1.77508544921875;-4.043544769287109;-8.242599487304688;-0.11562347412109375;-0.33124542236328125;-0.17636871337890625;-2.5946083068847656;-0.14282989501953125
She is imprudent means that she is imprudent.,prudent-imprudent,y,mm,n,fm,0.0;-3.225691318511963;-15.524370193481445;-12.789926528930664;-1.7432260513305664;-0.5326042175292969;-1.2530670166015625;-3.816822052001953;-1.8365802764892578,0.0;-2.9268569946289062;-41.515052795410156;-10.899421691894531;-2.9246978759765625;-5.292507171630859;-4.5832366943359375;-44.642127990722656;-4.736724853515625,-1.351663589477539;-1.1331491470336914;-0.8327770233154297;-6.549502849578857;-0.10955333709716797;-0.7362527847290039;-0.087310791015625;-0.19267749786376953;-0.21958160400390625,-0.7770347595214844;-0.6179313659667969;-0.006855010986328125;-8.52456283569336;-0.04395294189453125;-0.19010162353515625;-0.19617462158203125;-0.000782012939453125;-0.2478485107421875
She is prudent means that she is imprudent.,prudent-imprudent,y,pm,n,fm,0.0;-3.225691318511963;-12.356229782104492;-12.024492263793945;-1.8528757095336914;-0.44649219512939453;-1.4739789962768555;-10.81213092803955;-1.2721128463745117,0.0;-4.630146026611328;-42.072715759277344;-12.970970153808594;-3.067901611328125;-3.6395034790039062;-4.670032501220703;-43.05663299560547;-4.5379180908203125,-1.2178363800048828;-2.117443084716797;-1.2177543640136719;-7.449630260467529;-0.1185922622680664;-0.5475530624389648;-0.046624183654785156;-1.8229694366455078;-0.181182861328125,-0.643218994140625;-1.6041145324707031;-6.021511077880859;-8.904727935791016;-0.16596221923828125;-0.09300994873046875;-0.03821563720703125;-0.001148223876953125;-0.1855926513671875
She is imprudent means that she is prudent.,prudent-imprudent,y,mp,n,fm,0.0;-3.225691318511963;-15.524370193481445;-12.789928436279297;-1.74322509765625;-0.5326032638549805;-1.2530670166015625;-8.592395782470703;-1.509831428527832,0.0;-4.442817687988281;-37.58830261230469;-9.982521057128906;-2.8059234619140625;-4.294670104980469;-4.89776611328125;-42.81917953491211;-5.907203674316406,-1.2684402465820312;-2.4806575775146484;-3.8177433013916016;-8.007869720458984;-0.11575508117675781;-0.56622314453125;-0.06788444519042969;-2.1071529388427734;-0.2039813995361328,-0.38555145263671875;-1.1546249389648438;-0.01180267333984375;-8.669898986816406;-0.23044586181640625;-0.239288330078125;-0.07593536376953125;-7.857585906982422;-0.1482696533203125
She is not prudent means that she is prudent.,prudent-imprudent,y,pp,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-12.134446144104004;-11.646230697631836;-2.487513542175293;-0.5826759338378906;-0.9888114929199219;-5.3966779708862305;-2.1887073516845703,0.0;-4.774181365966797;-5.726764678955078;-34.6165885925293;-12.129867553710938;-4.045204162597656;-3.2893314361572266;-4.0372161865234375;-36.23432922363281;-3.1568374633789062,-1.3642044067382812;-0.056723594665527344;-2.585418701171875;-0.5698728561401367;-7.152568340301514;-0.26451873779296875;-0.5011453628540039;-0.07257080078125;-0.6250448226928711;-0.16440582275390625,-0.51995849609375;-0.6225662231445312;-1.3486328125;-5.825691223144531;-9.36886978149414;-0.911224365234375;-0.17961883544921875;-0.08524322509765625;-4.225364685058594;-0.1654815673828125
She is not imprudent means that she is imprudent.,prudent-imprudent,y,mm,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-14.561101913452148;-12.73922061920166;-1.9994139671325684;-1.230672836303711;-1.3908967971801758;-4.446622848510742;-1.3812026977539062,0.0;-6.517866134643555;-3.5092272758483887;-38.27531719207764;-8.542974472045898;-5.605888366699219;-4.948629379272461;-2.953826904296875;-39.44362831115723;-4.872188568115234,-1.022343635559082;-0.03575420379638672;-2.1781835556030273;-0.5047092437744141;-6.838493824005127;-0.13792991638183594;-0.2326192855834961;-0.06882858276367188;-0.14487266540527344;-0.18401336669921875,-0.6287765502929688;-0.6860504150390625;-2.474750518798828;-0.00225067138671875;-8.762420654296875;-0.09244537353515625;-0.46909332275390625;-0.111846923828125;-0.001705169677734375;-0.16927337646484375
She is not prudent means that she is imprudent.,prudent-imprudent,y,pm,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-12.134446144104004;-11.646230697631836;-2.487515926361084;-0.5826759338378906;-0.9888105392456055;-6.6407623291015625;-1.1866788864135742,0.0;-7.3282575607299805;-3.5383739471435547;-36.77516555786133;-11.361442565917969;-4.351287841796875;-6.305091857910156;-5.060108184814453;-38.09457874298096;-4.29591178894043,-1.175520896911621;-0.03996562957763672;-2.1212902069091797;-1.210841178894043;-7.926702976226807;-0.17627525329589844;-0.16827774047851562;-0.045703887939453125;-1.0835447311401367;-0.1531085968017578,-0.5258255004882812;-0.17525482177734375;-0.6937980651855469;-5.269954681396484;-7.918544769287109;-2.6245574951171875;-0.011199951171875;-0.03394317626953125;-0.000736236572265625;-0.1507110595703125
She is not imprudent means that she is prudent.,prudent-imprudent,y,mp,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-14.561101913452148;-12.73922061920166;-1.9994168281555176;-1.2306766510009766;-1.3908987045288086;-7.3437089920043945;-1.3537588119506836,0.0;-3.7989425659179688;-3.1761364936828613;-35.33528518676758;-8.05938720703125;-4.82312536239624;-4.138187408447266;-4.289577484130859;-31.459716796875;-5.255790710449219,-0.9675254821777344;-0.04034900665283203;-2.1419544219970703;-3.8312387466430664;-7.724712371826172;-0.18546581268310547;-0.1605682373046875;-0.046955108642578125;-2.248467445373535;-0.1776294708251953,-0.1718597412109375;-0.13482666015625;-0.2171783447265625;-0.009120941162109375;-8.360244750976562;-3.413433074951172;-0.0162811279296875;-0.04918670654296875;-4.4296417236328125;-0.09466552734375
He is qualified means that he is qualified.,qualified-unqualified,y,pp,n,mf,0.0;-3.1556758880615234;-9.20796012878418;-12.030977249145508;-1.0633602142333984;-0.4649171829223633;-1.3614673614501953;-2.4317169189453125;-3.7232627868652344,0.0;-4.184318542480469;-8.028658866882324;-8.470463752746582;-4.825926780700684;-5.036063194274902;-4.832401275634766;-10.275659561157227;-6.5611443519592285,-0.5345344543457031;-0.184844970703125;-0.8945674896240234;-3.113992691040039;-0.0734548568725586;-0.0667715072631836;-0.05611419677734375;-2.227682113647461;-0.15848541259765625,-0.6166000366210938;-1.0927810668945312;-0.8209381103515625;-5.657047271728516;-0.1157073974609375;-0.44178009033203125;-0.0947113037109375;-1.1335029602050781;-0.12749481201171875
He is unqualified means that he is unqualified.,qualified-unqualified,y,mm,n,mf,0.0;-3.1556758880615234;-11.449155330657959;-11.863947868347168;-1.4454755783081055;-0.8721218109130859;-1.2520112991333008;-2.453615188598633;-2.4298343658447266,0.0;-6.702730178833008;-25.700586318969727;-10.994266510009766;-7.713111877441406;-7.189510345458984;-7.742259979248047;-25.036901473999023;-5.209873199462891,-0.9575643539428711;-0.15620803833007812;-0.5985755920410156;-3.002523422241211;-0.061745643615722656;-0.36052894592285156;-0.15753555297851562;-0.4289884567260742;-0.1343669891357422,-0.6607589721679688;-1.0785713195800781;-0.4756278991699219;-6.394306182861328;-0.05352783203125;-0.28025054931640625;-0.05963134765625;-0.208770751953125;-0.14693450927734375
He is qualified means that he is unqualified.,qualified-unqualified,y,pm,n,mf,0.0;-3.1556758880615234;-9.20796012878418;-12.030977249145508;-1.0633602142333984;-0.4649171829223633;-1.3614673614501953;-8.230750560760498;-1.5263605117797852,0.0;-3.067575454711914;-8.484652519226074;-7.551555633544922;-5.598438262939453;-7.286495208740234;-7.20274543762207;-27.83680534362793;-4.664419174194336,-1.0014152526855469;-1.3087835311889648;-1.9606761932373047;-5.774490833282471;-0.05928611755371094;-0.09730052947998047;-0.05510139465332031;-0.884974479675293;-0.058872222900390625,-1.20684814453125;-1.5042610168457031;-3.5987930297851562;-5.971076965332031;-0.04973602294921875;-1.5653610229492188;-0.06598663330078125;-0.39614105224609375;-0.15699005126953125
He is unqualified means that he is qualified.,qualified-unqualified,y,mp,n,mf,0.0;-3.1556758880615234;-11.449155330657959;-11.863947868347168;-1.4454755783081055;-0.8721218109130859;-1.2520112991333008;-5.517239570617676;-3.0572519302368164,0.0;-3.9829635620117188;-23.739120483398438;-5.6956024169921875;-5.1967010498046875;-5.672309875488281;-5.290561676025391;-12.677318572998047;-5.651427268981934,-0.6366987228393555;-0.6533603668212891;-0.8710565567016602;-6.255637168884277;-0.11561870574951172;-0.12125778198242188;-0.5128288269042969;-4.7219953536987305;-0.06232261657714844,-0.926849365234375;-2.103046417236328;-0.7982101440429688;-7.088848114013672;-0.04241943359375;-0.6229934692382812;-0.0680999755859375;-2.5939788818359375;-0.16054534912109375
He is not qualified means that he is qualified.,qualified-unqualified,y,pp,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-7.183876037597656;-12.05459976196289;-1.1262321472167969;-0.8852167129516602;-1.0567855834960938;-6.036806583404541;-3.4225263595581055,0.0;-3.3801727294921875;-3.37701416015625;-10.932239532470703;-7.918209075927734;-4.051380157470703;-6.908363342285156;-3.4561004638671875;-14.149314880371094;-3.9042816162109375,-0.9990682601928711;-0.09389400482177734;-2.980602264404297;-1.2515449523925781;-4.209314346313477;-0.22865009307861328;-0.9657411575317383;-0.5926780700683594;-6.105031967163086;-0.08838844299316406,-0.9755859375;-1.0633468627929688;-1.0299186706542969;-1.2401542663574219;-6.919727325439453;-0.0644989013671875;-0.41880035400390625;-0.0664520263671875;-1.9294281005859375;-0.16149139404296875
He is not unqualified means that he is unqualified.,qualified-unqualified,y,mm,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-10.924666404724121;-12.042630195617676;-1.4224176406860352;-0.8943567276000977;-1.1806764602661133;-3.442814826965332;-1.635183334350586,0.0;-3.1334686279296875;-3.2513389587402344;-23.01163101196289;-10.07049560546875;-6.54871940612793;-8.475282669067383;-5.897529602050781;-28.470829010009766;-4.85502815246582,-0.9584951400756836;-0.049343109130859375;-1.3172225952148438;-0.5181474685668945;-4.276096820831299;-0.04773998260498047;-0.216796875;-0.13522911071777344;-0.19510173797607422;-0.11245155334472656,-0.7341232299804688;-1.1696281433105469;-1.3556861877441406;-0.16802978515625;-7.147098541259766;-0.0415496826171875;-0.05477142333984375;-0.04553985595703125;-0.03797149658203125;-0.1405487060546875
He is not qualified means that he is unqualified.,qualified-unqualified,y,pm,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-7.183876037597656;-12.05459976196289;-1.1262321472167969;-0.8852167129516602;-1.0567855834960938;-4.852126598358154;-1.345870018005371,0.0;-2.4026832580566406;-3.8775367736816406;-10.884132385253906;-8.251514434814453;-3.4868736267089844;-6.1632537841796875;-3.931102752685547;-32.96575927734375;-5.088897705078125,-0.7882423400878906;-0.17978572845458984;-0.16051387786865234;-1.216085433959961;-3.79742431640625;-0.0370635986328125;-0.046779632568359375;-0.07063961029052734;-0.46112060546875;-0.025127410888671875,-0.59442138671875;-0.6233749389648438;-0.07283782958984375;-1.0494308471679688;-4.489532470703125;-0.06143951416015625;-0.03948211669921875;-0.03571319580078125;-0.18396377563476562;-0.13128662109375
He is not unqualified means that he is qualified.,qualified-unqualified,y,mp,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-10.924666404724121;-12.042630195617676;-1.4224176406860352;-0.8943567276000977;-1.1806764602661133;-3.6766862869262695;-1.8515958786010742,0.0;-1.5303382873535156;-2.8968162536621094;-24.04100799560547;-9.245616912841797;-3.775482177734375;-5.703014373779297;-3.9953231811523438;-12.91639518737793;-5.072992324829102,-0.4260282516479492;-0.07259654998779297;-2.455352783203125;-0.5246572494506836;-5.139443397521973;-0.05205059051513672;-0.016933441162109375;-0.10173702239990234;-2.004410743713379;-0.04320335388183594,-0.4799652099609375;-1.3542213439941406;-0.911865234375;-0.39125823974609375;-7.879661560058594;-0.10501861572265625;-0.02220916748046875;-0.06366729736328125;-0.694305419921875;-0.1254730224609375
She is qualified means that she is qualified.,qualified-unqualified,y,pp,n,fm,0.0;-3.225691318511963;-9.140385627746582;-12.03936767578125;-1.2192754745483398;-0.44046592712402344;-1.3319196701049805;-2.104349136352539;-4.163906097412109,0.0;-5.895566940307617;-9.406967163085938;-9.599443435668945;-5.140998840332031;-6.086328983306885;-4.707189559936523;-9.763748168945312;-4.755246162414551,-0.5444755554199219;-0.17932510375976562;-1.0492982864379883;-2.7570362091064453;-0.07854080200195312;-0.1633281707763672;-0.09957313537597656;-1.9723396301269531;-0.12783241271972656,-0.307952880859375;-0.7070236206054688;-1.0625572204589844;-5.007358551025391;-0.1005401611328125;-0.29592132568359375;-0.0825958251953125;-1.3322219848632812;-0.14231109619140625
She is unqualified means that she is unqualified.,qualified-unqualified,y,mm,n,fm,0.0;-3.225691318511963;-12.133650779724121;-11.847274780273438;-1.494344711303711;-0.9629907608032227;-1.3990764617919922;-2.486600875854492;-2.5749197006225586,0.0;-6.352214813232422;-26.333821296691895;-10.550346374511719;-7.6301422119140625;-8.020095825195312;-6.6036529541015625;-23.597036361694336;-4.669883728027344,-0.6453285217285156;-0.181793212890625;-0.6712884902954102;-2.9188947677612305;-0.07970237731933594;-0.5173501968383789;-0.1876087188720703;-0.4929962158203125;-0.11707687377929688,-0.267791748046875;-0.7482566833496094;-0.3183479309082031;-5.839992523193359;-0.05268096923828125;-0.13535308837890625;-0.05242919921875;-0.20652389526367188;-0.14762115478515625
